pair_id,cluster,n,neff,AF2_TM1,AF2_TM2,AF3_TM1,AF3_TM2,RE-MSAT-COM,RE-MSAT1,RE-MSAT2,ESM_SEQIDS,ESM_TM1_LIST,ESM_TM2_LIST,DDG_Bias,DDG_Bias_std,DDG_frac_F1,Boltz2_pref,S4PRED_pref,CCMpred_pref,BioEmu_pref
5f5rB_5f3kA,081,110.0,80.0,0.507,0.571,0.701,0.664,,,,,,,-10.242,4.618,0.0,0.008,-0.035,,0.014
5f5rB_5f3kA,082,109.0,62.0,0.622,0.673,0.349,0.393,,,,,,,-14.892,8.99,0.1,0.025,-0.01,,-0.0
5f5rB_5f3kA,083,108.0,50.0,0.493,0.525,0.603,0.649,,,,,,,-13.644,7.081,0.0,0.083,-0.045,,0.018
5f5rB_5f3kA,084,105.0,65.0,0.625,0.659,0.737,0.807,,,,,,,-11.259,3.938,0.0,-0.017,0.043,,0.025
5f5rB_5f3kA,085,103.0,46.0,0.482,0.497,0.611,0.635,,,,,,,-13.243,5.221,0.0,0.017,0.042,,0.012
5f5rB_5f3kA,086,101.0,49.0,0.632,0.674,0.698,0.794,,,,,,,-14.766,5.666,0.0,0.012,-0.052,,-0.003
5f5rB_5f3kA,087,98.0,28.0,0.272,0.263,0.629,0.638,,,,,,,-11.015,6.856,0.1,-0.036,0.049,,0.007
5f5rB_5f3kA,088,92.0,45.0,0.595,0.642,0.659,0.751,,,,,,,-12.825,3.945,0.0,-0.061,-0.052,,-0.009
5f5rB_5f3kA,089,88.0,75.0,0.792,0.751,0.863,0.789,,,,,,,-15.194,6.179,0.0,-0.024,0.015,,0.037
5f5rB_5f3kA,090,86.0,45.0,0.346,0.348,0.315,0.317,,,,,,,-13.578,6.797,0.0,-0.004,-0.049,,0.022
5f5rB_5f3kA,091,86.0,58.0,0.417,0.447,0.407,0.429,,,,,,,-10.461,3.354,0.0,-0.026,-0.046,,-0.001
5f5rB_5f3kA,092,84.0,36.0,0.439,0.434,0.269,0.253,,,,,,,-14.802,6.04,0.0,-0.038,0.021,,0.013
5f5rB_5f3kA,093,82.0,35.0,0.292,0.27,0.473,0.516,,,,,,,-13.864,10.593,0.0,-0.001,-0.04,,0.024
5f5rB_5f3kA,094,74.0,36.0,0.382,0.405,0.696,0.646,,,,,,,-12.723,5.523,0.0,-0.02,-0.052,,0.024
5f5rB_5f3kA,095,74.0,52.0,0.682,0.749,0.836,0.765,,,,,,,-12.525,4.772,0.0,0.057,-0.052,,0.023
5f5rB_5f3kA,096,68.0,34.0,0.703,0.727,0.726,0.736,,,,,,,-15.737,5.096,0.0,0.034,-0.037,,0.043
5f5rB_5f3kA,097,64.0,37.0,0.53,0.593,0.587,0.637,,,,,,,-11.86,4.859,0.0,-0.037,-0.052,,0.002
5f5rB_5f3kA,098,50.0,44.0,0.708,0.803,0.723,0.818,,,,,,,-12.345,3.289,0.0,-0.014,-0.051,,0.024
5f5rB_5f3kA,099,45.0,32.0,0.328,0.345,0.663,0.725,,,,,,,-18.444,7.006,0.0,0.07,-0.051,,0.018
5hk5H_4jphB,Deep,,,0.725,0.803,0.677,0.932,0.507,0.476,0.469,,,,,,,,0.052,0.0,
5hk5H_4jphB,000,223.0,42.0,0.364,0.358,0.353,0.353,0.2,0.192,0.192,001; 002; 002; 001; 009; 004; 009; 005; 004; 005,0.64; 0.64; 0.64; 0.64; 0.58; 0.58; 0.58; 0.57; 0.57; 0.57,0.61; 0.63; 0.63; 0.61; 0.61; 0.55; 0.61; 0.58; 0.55; 0.58,2.214,3.027,0.6,0.025,0.052,0.0,-0.009
5hk5H_4jphB,001,78.0,12.0,0.31,0.327,0.309,0.302,0.015,0.014,0.013,002; 002; 010; 010; 001; 001; 009; 009; 003; 003,0.63; 0.63; 0.61; 0.61; 0.58; 0.58; 0.57; 0.57; 0.52; 0.51,0.63; 0.63; 0.61; 0.61; 0.59; 0.59; 0.59; 0.59; 0.56; 0.56,-1.1,2.403,0.3,0.002,0.054,0.0,0.001
5hk5H_4jphB,002,78.0,6.0,0.318,0.338,0.526,0.517,0.0,0.0,0.0,002; 002; 010; 010; 001; 001; 009; 009; 003; 003,0.63; 0.63; 0.61; 0.61; 0.58; 0.58; 0.57; 0.57; 0.52; 0.51,0.63; 0.63; 0.61; 0.61; 0.59; 0.59; 0.59; 0.59; 0.56; 0.56,-0.766,1.466,0.2,0.002,0.051,0.0,-0.004
5hk5H_4jphB,003,75.0,1.0,0.229,0.229,0.32,0.253,0.0,0.0,0.0,002; 002; 001; 003; 001; 003; 010; 010; 005; 005,0.69; 0.69; 0.68; 0.68; 0.68; 0.68; 0.67; 0.67; 0.63; 0.63,0.77; 0.77; 0.77; 0.73; 0.77; 0.75; 0.67; 0.67; 0.69; 0.69,0.142,0.613,0.6,0.008,0.055,0.0,0.003
5hk5H_4jphB,004,69.0,11.0,0.224,0.245,0.245,0.253,0.0,0.0,0.0,001; 001; 004; 004; 005; 005; 007; 007; 006; 006,0.72; 0.72; 0.66; 0.66; 0.65; 0.65; 0.59; 0.59; 0.57; 0.57,0.78; 0.78; 0.77; 0.77; 0.73; 0.73; 0.67; 0.67; 0.66; 0.66,4.545,2.671,1.0,-0.036,0.049,0.0,-0.006
5hk5H_4jphB,005,66.0,5.0,0.196,0.209,0.208,0.23,0.0,0.0,0.0,008; 008; 003; 003; 001; 009; 009; 010; 001; 010,0.62; 0.62; 0.61; 0.61; 0.59; 0.59; 0.59; 0.59; 0.59; 0.59,0.69; 0.69; 0.70; 0.70; 0.71; 0.69; 0.69; 0.70; 0.71; 0.70,0.464,2.541,0.6,-0.01,0.03,0.0,-0.002
5hk5H_4jphB,006,65.0,22.0,0.278,0.294,0.37,0.41,0.201,0.183,0.238,002; 002; 003; 003; 010; 010; 009; 009; 006; 004,0.63; 0.63; 0.62; 0.62; 0.61; 0.61; 0.60; 0.60; 0.57; 0.57,0.63; 0.63; 0.64; 0.64; 0.61; 0.61; 0.62; 0.62; 0.57; 0.58,1.443,1.809,0.8,0.013,0.056,0.0,-0.003
5hk5H_4jphB,007,63.0,9.0,0.5,0.532,0.546,0.586,0.0,0.0,0.0,009; 009; 008; 008; 006; 006; 007; 007; 001; 001,0.69; 0.69; 0.66; 0.66; 0.65; 0.65; 0.61; 0.61; 0.60; 0.60,0.74; 0.74; 0.74; 0.74; 0.73; 0.73; 0.64; 0.64; 0.64; 0.64,3.9,1.451,1.0,0.031,0.055,0.0,-0.002
5hk5H_4jphB,008,58.0,7.0,0.344,0.391,0.312,0.301,0.0,0.0,0.0,008; 008; 006; 007; 007; 006; 001; 003; 003; 009,0.65; 0.65; 0.63; 0.63; 0.63; 0.63; 0.62; 0.62; 0.62; 0.61,0.74; 0.74; 0.72; 0.71; 0.71; 0.72; 0.72; 0.72; 0.72; 0.71,-3.505,1.361,0.0,0.034,0.063,0.0,0.0
5hk5H_4jphB,009,56.0,32.0,0.564,0.576,0.654,0.663,0.022,0.021,0.018,004; 004; 007; 007; 006; 006; 001; 001; 002; 002,0.69; 0.69; 0.65; 0.65; 0.62; 0.62; 0.60; 0.60; 0.59; 0.59,0.74; 0.74; 0.69; 0.69; 0.71; 0.71; 0.68; 0.68; 0.70; 0.70,1.059,2.876,0.5,0.108,0.053,0.0,0.011
5hk5H_4jphB,010,54.0,16.0,0.25,0.261,0.37,0.362,0.097,0.09,0.083,003; 003; 007; 007; 008; 002; 008; 002; 001; 001,0.68; 0.68; 0.65; 0.64; 0.63; 0.62; 0.62; 0.62; 0.58; 0.58,0.64; 0.64; 0.65; 0.65; 0.74; 0.66; 0.73; 0.66; 0.70; 0.70,3.629,1.359,1.0,0.011,0.032,0.0,-0.004
5hk5H_4jphB,011,48.0,9.0,0.342,0.38,0.526,0.584,0.0,0.0,0.0,005; 005; 002; 002; 001; 001; 007; 006; 006; 007,0.64; 0.64; 0.63; 0.63; 0.62; 0.62; 0.60; 0.60; 0.60; 0.60,0.71; 0.71; 0.70; 0.70; 0.71; 0.71; 0.72; 0.71; 0.71; 0.72,1.245,2.092,0.6,0.026,0.062,0.0,-0.006
5hk5H_4jphB,012,48.0,5.0,0.261,0.292,0.31,0.328,,,,004; 007; 006; 001; 002; 005; 009; 003; 008; 010,0.69; 0.65; 0.62; 0.60; 0.59; 0.59; 0.58; 0.56; 0.56; 0.56,0.74; 0.69; 0.71; 0.68; 0.70; 0.66; 0.67; 0.64; 0.66; 0.64,-1.331,1.698,0.4,0.011,0.055,0.0,0.004
5hk5H_4jphB,013,48.0,7.0,0.228,0.251,0.574,0.621,,,,004; 005; 008; 010; 001; 003; 007; 002; 006; 009,0.65; 0.64; 0.63; 0.63; 0.61; 0.61; 0.58; 0.55; 0.54; 0.52,0.71; 0.69; 0.63; 0.69; 0.71; 0.70; 0.64; 0.59; 0.57; 0.54,-4.725,0.603,0.0,-0.014,0.06,0.0,-0.004
5hk5H_4jphB,014,46.0,18.0,0.278,0.26,0.296,0.271,,,,005; 002; 001; 006; 007; 003; 009; 004; 010; 008,0.64; 0.63; 0.62; 0.60; 0.60; 0.59; 0.57; 0.55; 0.51; 0.48,0.71; 0.70; 0.71; 0.71; 0.72; 0.69; 0.63; 0.61; 0.58; 0.56,1.531,1.925,0.8,-0.038,0.04,0.0,-0.009
5hk5H_4jphB,015,46.0,4.0,0.266,0.248,0.303,0.311,,,,,,,2.17,1.704,0.9,-0.006,0.055,0.0,-0.002
5hk5H_4jphB,016,45.0,8.0,0.433,0.46,0.354,0.355,,,,,,,-0.459,1.441,0.4,0.008,0.063,,-0.013
5hk5H_4jphB,017,44.0,13.0,0.333,0.321,0.372,0.39,,,,,,,0.254,2.075,0.6,0.01,0.062,,-0.005
5hk5H_4jphB,018,41.0,21.0,0.628,0.63,0.579,0.604,,,,,,,0.54,2.242,0.4,0.071,0.058,,0.006
5hk5H_4jphB,019,40.0,7.0,0.277,0.297,0.291,0.322,,,,,,,2.375,1.389,0.9,0.001,0.03,,-0.001
5hk5H_4jphB,020,40.0,8.0,0.453,0.498,0.425,0.462,,,,,,,-2.336,1.492,0.1,0.056,0.074,,0.002
5hk5H_4jphB,021,39.0,15.0,0.215,0.217,0.201,0.202,,,,,,,2.571,1.325,1.0,-0.025,0.054,,0.001
5hk5H_4jphB,022,39.0,1.0,0.457,0.471,0.53,0.525,,,,,,,-3.099,1.176,0.0,-0.009,0.045,,0.002
5hk5H_4jphB,023,37.0,13.0,0.398,0.394,0.543,0.608,,,,,,,6.236,2.766,1.0,0.022,0.052,,-0.006
5hk5H_4jphB,024,37.0,4.0,0.322,0.337,0.349,0.358,,,,,,,-0.862,1.919,0.4,0.004,0.055,,-0.006
5hk5H_4jphB,025,37.0,1.0,0.378,0.387,0.656,0.612,,,,,,,0.091,0.397,0.7,-0.003,0.049,,-0.001
5hk5H_4jphB,026,36.0,8.0,0.273,0.285,0.582,0.669,,,,,,,1.538,2.614,0.7,-0.022,0.057,,-0.006
5hk5H_4jphB,027,36.0,10.0,0.28,0.299,0.354,0.356,,,,,,,2.724,2.685,0.8,-0.002,0.055,,-0.005
5hk5H_4jphB,028,36.0,3.0,0.246,0.264,0.281,0.274,,,,,,,4.086,1.314,1.0,-0.003,0.047,,0.002
5hk5H_4jphB,029,35.0,20.0,0.373,0.424,0.416,0.428,,,,,,,1.542,2.9,0.6,0.06,0.034,,-0.001
5hk5H_4jphB,030,35.0,1.0,0.35,0.303,0.273,0.247,,,,,,,0.431,0.828,0.5,-0.016,0.045,,0.005
5hk5H_4jphB,031,34.0,11.0,0.258,0.272,0.482,0.537,,,,,,,1.334,2.091,0.7,0.001,0.059,,-0.006
5hk5H_4jphB,032,34.0,5.0,0.422,0.463,0.38,0.398,,,,,,,0.405,1.319,0.6,0.007,0.061,,-0.004
5hk5H_4jphB,033,33.0,10.0,0.294,0.334,0.42,0.406,,,,,,,-0.902,2.499,0.3,0.009,0.055,,-0.001
5hk5H_4jphB,034,33.0,6.0,0.562,0.595,0.538,0.603,,,,,,,-3.588,0.961,0.0,0.008,0.06,,0.008
5hk5H_4jphB,035,33.0,4.0,0.414,0.453,0.466,0.526,,,,,,,3.004,1.314,1.0,-0.029,0.065,,-0.007
5hk5H_4jphB,036,33.0,11.0,0.255,0.288,0.273,0.267,,,,,,,0.987,2.529,0.6,0.033,0.053,,-0.004
5hk5H_4jphB,037,32.0,20.0,0.489,0.561,0.512,0.547,,,,,,,3.06,1.539,1.0,0.013,0.056,,0.004
5hk5H_4jphB,038,32.0,3.0,0.328,0.306,0.644,0.629,,,,,,,2.259,2.416,0.7,0.001,0.052,,0.004
5hk5H_4jphB,039,32.0,1.0,0.2,0.199,0.317,0.32,,,,,,,3.818,0.99,1.0,-0.007,0.056,,-0.006
5hk5H_4jphB,040,31.0,12.0,0.692,0.683,0.294,0.331,,,,,,,3.091,2.283,0.9,-0.06,0.039,,0.011
5hk5H_4jphB,041,31.0,4.0,0.242,0.271,0.231,0.261,,,,,,,-0.128,2.66,0.4,-0.032,0.049,,-0.008
5hk5H_4jphB,042,31.0,6.0,0.488,0.485,0.459,0.435,,,,,,,-1.349,1.005,0.1,-0.012,0.058,,-0.007
5hk5H_4jphB,043,31.0,15.0,0.477,0.521,0.439,0.504,,,,,,,2.599,2.296,0.9,-0.002,0.056,,0.006
5hk5H_4jphB,044,30.0,2.0,0.295,0.306,0.288,0.321,,,,,,,-0.293,1.349,0.5,-0.002,0.06,,0.002
5hk5H_4jphB,045,29.0,11.0,0.589,0.652,0.61,0.654,,,,,,,1.358,1.167,0.9,0.028,0.055,,0.01
5hk5H_4jphB,046,29.0,20.0,0.297,0.322,0.271,0.292,,,,,,,1.615,2.046,0.9,-0.002,0.056,,-0.021
5hk5H_4jphB,047,28.0,5.0,0.537,0.567,0.533,0.577,,,,,,,3.033,2.153,0.9,0.026,0.05,,-0.015
5hk5H_4jphB,048,28.0,4.0,0.321,0.315,0.415,0.432,,,,,,,2.0,1.641,0.8,-0.002,0.073,,0.002
5hk5H_4jphB,049,27.0,7.0,0.363,0.358,0.45,0.422,,,,,,,-1.361,1.395,0.1,0.029,0.053,,-0.003
5hk5H_4jphB,050,26.0,13.0,0.556,0.567,0.543,0.575,,,,,,,2.239,3.036,0.7,-0.026,0.054,,0.001
5hk5H_4jphB,051,,,0.244,0.239,0.338,0.363,,,,,,,1.649,1.107,1.0,0.008,0.054,,0.007
5hk5H_4jphB,052,26.0,1.0,0.594,0.63,0.584,0.617,,,,,,,5.63,2.174,1.0,0.003,0.053,,0.008
5hk5H_4jphB,053,25.0,11.0,0.367,0.404,0.427,0.485,,,,,,,1.906,1.392,0.9,0.018,0.047,,-0.004
5hk5H_4jphB,054,25.0,10.0,0.456,0.467,0.42,0.438,,,,,,,2.496,1.959,0.8,-0.0,0.056,,0.006
5hk5H_4jphB,055,25.0,14.0,0.23,0.257,0.342,0.368,,,,,,,1.319,1.232,1.0,0.019,0.057,,0.001
5hk5H_4jphB,056,25.0,1.0,0.453,0.489,0.575,0.61,,,,,,,1.137,1.551,0.7,0.026,0.061,,0.001
5hk5H_4jphB,057,24.0,2.0,0.273,0.276,0.553,0.621,,,,,,,-2.369,1.992,0.2,-0.01,0.032,,0.002
5hk5H_4jphB,058,24.0,9.0,0.449,0.474,0.409,0.433,,,,,,,0.482,2.835,0.7,-0.069,0.051,,-0.007
5hk5H_4jphB,059,24.0,11.0,0.226,0.225,0.359,0.401,,,,,,,4.539,1.521,1.0,-0.0,0.045,,-0.013
5hk5H_4jphB,060,24.0,1.0,0.297,0.289,0.309,0.315,,,,,,,3.89,2.214,1.0,-0.006,0.056,,0.01
5hk5H_4jphB,061,24.0,4.0,0.304,0.306,0.277,0.279,,,,,,,0.907,2.036,0.6,0.006,0.048,,-0.011
5hk5H_4jphB,062,23.0,6.0,0.218,0.235,0.283,0.303,,,,,,,-2.055,0.643,0.0,-0.034,0.05,,-0.006
5hk5H_4jphB,063,23.0,1.0,0.487,0.488,0.447,0.46,,,,,,,2.079,2.564,0.8,0.052,0.067,,0.005
5hk5H_4jphB,064,23.0,11.0,0.398,0.414,0.377,0.422,,,,,,,2.86,0.925,1.0,-0.026,0.048,,-0.008
5hk5H_4jphB,065,23.0,8.0,0.425,0.47,0.472,0.514,,,,,,,2.371,1.946,0.9,0.006,0.059,,-0.001
5hk5H_4jphB,066,23.0,8.0,0.277,0.285,0.434,0.414,,,,,,,3.926,2.14,0.9,-0.024,0.037,,-0.001
5hk5H_4jphB,067,23.0,6.0,0.294,0.307,0.289,0.28,,,,,,,-2.101,1.065,0.0,0.032,0.045,,-0.002
5hk5H_4jphB,068,22.0,1.0,0.568,0.529,0.469,0.465,,,,,,,1.499,1.801,0.8,-0.031,0.052,,0.016
5hk5H_4jphB,069,22.0,16.0,0.267,0.27,0.436,0.486,,,,,,,1.347,1.181,0.8,0.011,0.042,,-0.008
5hk5H_4jphB,070,22.0,5.0,0.235,0.245,0.266,0.305,,,,,,,1.949,1.106,0.9,0.002,0.058,,-0.004
5hk5H_4jphB,071,22.0,2.0,0.256,0.266,0.42,0.437,,,,,,,-0.312,2.429,0.6,0.005,0.028,,-0.003
5hk5H_4jphB,072,21.0,5.0,0.66,0.684,0.634,0.706,,,,,,,2.225,2.004,0.8,0.013,0.056,,0.012
5hk5H_4jphB,073,21.0,12.0,0.191,0.24,0.255,0.273,,,,,,,4.928,1.103,1.0,0.018,0.047,,-0.005
5hk5H_4jphB,074,21.0,4.0,0.409,0.456,0.466,0.518,,,,,,,1.065,1.088,0.9,-0.002,0.07,,-0.01
5hk5H_4jphB,075,21.0,4.0,0.312,0.322,0.27,0.258,,,,,,,-0.384,1.189,0.5,0.023,0.054,,-0.01
5hk5H_4jphB,076,,,0.274,0.291,0.228,0.224,,,,,,,-1.449,1.232,0.2,-0.004,0.03,,-0.005
5hk5H_4jphB,077,21.0,2.0,0.253,0.251,0.28,0.309,,,,,,,0.199,0.587,0.6,0.014,0.055,,-0.001
5hk5H_4jphB,078,21.0,1.0,0.26,0.276,0.314,0.298,,,,,,,-2.796,1.514,0.1,0.016,0.064,,-0.001
5hk5H_4jphB,079,21.0,1.0,0.28,0.303,0.285,0.319,,,,,,,1.889,2.391,0.8,-0.014,0.053,,-0.001
5hk5H_4jphB,080,20.0,6.0,0.261,0.252,0.248,0.253,,,,,,,1.192,0.589,1.0,-0.016,0.058,,0.002
5hk5H_4jphB,081,20.0,8.0,0.229,0.218,0.263,0.265,,,,,,,3.088,1.937,0.9,-0.033,0.055,,-0.01
5hk5H_4jphB,082,,,0.501,0.541,0.522,0.57,,,,,,,3.154,3.574,0.9,-0.013,0.055,,-0.005
5hk5H_4jphB,083,,,0.523,0.587,0.576,0.595,,,,,,,6.118,2.129,1.0,0.031,0.053,,-0.006
5hk5H_4jphB,084,,,0.595,0.597,0.624,0.664,,,,,,,-1.277,0.948,0.1,0.008,0.066,,0.009
5hk5H_4jphB,085,20.0,1.0,0.39,0.42,0.362,0.395,,,,,,,1.118,1.484,0.8,0.007,0.067,,-0.008
5hk5H_4jphB,086,20.0,3.0,0.584,0.642,0.589,0.641,,,,,,,-4.11,1.428,0.0,0.004,0.062,,0.008
5hk5H_4jphB,087,17.0,10.0,0.256,0.273,0.309,0.342,,,,,,,-1.007,0.51,0.0,0.028,0.052,,-0.008
5hk5H_4jphB,088,16.0,11.0,0.43,0.466,0.462,0.491,,,,,,,2.614,2.388,0.8,-0.011,0.065,,-0.008
5hk5H_4jphB,089,16.0,10.0,0.449,0.467,0.49,0.507,,,,,,,0.732,1.185,0.8,0.02,0.054,,-0.007
5hk5H_4jphB,090,16.0,4.0,0.242,0.258,0.274,0.306,,,,,,,0.484,2.872,0.4,0.018,0.039,,-0.004
5hk5H_4jphB,091,,,0.276,0.293,0.644,0.66,,,,,,,-0.513,2.148,0.5,0.006,0.038,,-0.002
5hk5H_4jphB,092,15.0,6.0,0.591,0.652,0.559,0.586,,,,,,,5.807,1.139,1.0,-0.061,0.045,,-0.004
5i2sA_5i2mA,Deep,,,0.418,0.564,0.529,0.431,0.085,0.065,0.071,,,,,,,,0.036,0.0,
5i2sA_5i2mA,000,17.0,9.0,0.254,0.21,0.308,0.4,0.066,0.05,0.056,001; 001; 002; 002; 007; 008; 008; 007; 006; 006,0.49; 0.49; 0.45; 0.45; 0.44; 0.44; 0.44; 0.44; 0.39; 0.39,0.49; 0.50; 0.41; 0.41; 0.44; 0.49; 0.48; 0.44; 0.45; 0.44,-5.089,4.406,0.3,0.046,0.032,0.0,0.039
5i2sA_5i2mA,001,16.0,6.0,0.205,0.197,0.318,0.406,,,,,,,-11.934,5.497,0.0,0.036,0.048,0.0,0.044
5i2sA_5i2mA,002,,,0.205,0.198,0.341,0.339,,,,,,,-11.399,3.482,0.0,0.048,0.033,,0.035
5i2sA_5i2mA,003,,,0.292,0.254,0.414,0.328,,,,,,,-15.643,4.242,0.0,0.026,0.042,,0.06
5i2sA_5i2mA,004,12.0,4.0,0.177,0.169,0.252,0.213,,,,,,,-6.039,3.022,0.0,0.003,0.021,,0.016
5i2sA_5i2mA,005,,,0.186,0.193,0.173,0.156,,,,,,,-6.215,7.319,0.2,0.048,0.048,,0.067
5jytA_2qkeE,Deep,,,0.746,0.469,0.754,0.445,0.394,0.47,0.254,,,,,,,,0.028,0.072,
5jytA_2qkeE,000,1583.0,595.0,0.481,0.697,0.432,0.69,0.384,0.511,0.253,008; 008; 001; 001; 005; 005; 002; 002; 003; 003,0.72; 0.72; 0.69; 0.69; 0.64; 0.64; 0.56; 0.55; 0.50; 0.50,0.46; 0.46; 0.45; 0.45; 0.41; 0.41; 0.35; 0.35; 0.31; 0.31,-3.397,4.667,0.2,-0.31,0.029,0.065,-0.163
5jytA_2qkeE,001,1187.0,634.0,0.474,0.732,0.46,0.57,0.133,0.06,0.083,005; 005; 003; 003; 001; 001; 008; 006; 004; 004,0.72; 0.72; 0.71; 0.71; 0.70; 0.70; 0.68; 0.68; 0.68; 0.68,0.43; 0.43; 0.45; 0.45; 0.45; 0.45; 0.45; 0.43; 0.42; 0.42,-0.606,3.139,0.3,-0.177,0.006,0.0,-0.144
5jytA_2qkeE,002,429.0,265.0,0.67,0.454,0.645,0.442,0.037,0.015,0.028,004; 004; 001; 001; 009; 009; 008; 008; 003; 003,0.71; 0.71; 0.70; 0.70; 0.69; 0.69; 0.68; 0.68; 0.67; 0.67,0.47; 0.47; 0.46; 0.46; 0.45; 0.45; 0.43; 0.43; 0.43; 0.43,-1.477,6.701,0.4,0.066,0.065,0.0,0.093
5jytA_2qkeE,003,378.0,234.0,0.47,0.718,0.471,0.685,0.103,0.045,0.062,005; 005; 001; 003; 001; 003; 002; 002; 008; 004,0.69; 0.69; 0.68; 0.67; 0.67; 0.67; 0.61; 0.61; 0.59; 0.59,0.43; 0.43; 0.44; 0.44; 0.44; 0.44; 0.39; 0.39; 0.36; 0.43,-2.053,3.344,0.2,-0.291,0.008,0.0,-0.168
5jytA_2qkeE,004,363.0,184.0,0.523,0.397,0.647,0.435,0.203,0.09,0.123,010; 010; 004; 004; 006; 003; 001; 006; 003; 001,0.74; 0.74; 0.61; 0.61; 0.59; 0.59; 0.59; 0.59; 0.59; 0.59,0.43; 0.43; 0.45; 0.45; 0.45; 0.43; 0.44; 0.45; 0.43; 0.44,1.968,3.149,0.7,0.075,-0.039,0.0,0.046
5jytA_2qkeE,005,343.0,189.0,0.47,0.729,0.485,0.575,0.0,0.014,0.0,001; 001; 008; 008; 002; 002; 003; 003; 005; 005,0.78; 0.78; 0.70; 0.70; 0.69; 0.69; 0.62; 0.62; 0.61; 0.61,0.47; 0.47; 0.43; 0.43; 0.41; 0.41; 0.37; 0.37; 0.43; 0.43,-2.819,4.878,0.2,-0.314,-0.014,0.0,-0.17
5jytA_2qkeE,006,287.0,150.0,0.456,0.662,0.416,0.735,0.126,0.086,0.08,009; 009; 002; 002; 001; 001; 004; 004; 005; 005,0.69; 0.69; 0.69; 0.69; 0.68; 0.68; 0.67; 0.67; 0.64; 0.64,0.45; 0.45; 0.46; 0.46; 0.45; 0.45; 0.43; 0.43; 0.40; 0.40,-3.131,4.227,0.2,-0.309,-0.004,0.0,-0.13
5jytA_2qkeE,007,278.0,164.0,0.46,0.663,0.469,0.621,0.094,0.049,0.073,001; 002; 004; 002; 001; 004; 007; 008; 007; 008,0.70; 0.70; 0.70; 0.70; 0.70; 0.70; 0.69; 0.69; 0.69; 0.69,0.46; 0.45; 0.45; 0.45; 0.46; 0.45; 0.44; 0.45; 0.44; 0.45,-4.64,2.891,0.0,-0.367,0.06,0.0,-0.161
5jytA_2qkeE,008,255.0,141.0,0.468,0.68,0.464,0.729,0.245,0.171,0.144,004; 004; 003; 003; 002; 002; 005; 005; 001; 001,0.74; 0.73; 0.72; 0.72; 0.71; 0.71; 0.68; 0.68; 0.67; 0.67,0.44; 0.44; 0.44; 0.44; 0.45; 0.45; 0.47; 0.47; 0.45; 0.45,-1.65,5.295,0.4,-0.371,-0.061,0.0,-0.148
5jytA_2qkeE,009,240.0,149.0,0.489,0.528,0.492,0.649,0.17,0.11,0.095,003; 003; 004; 004; 008; 008; 002; 002; 001; 001,0.74; 0.74; 0.71; 0.71; 0.70; 0.70; 0.61; 0.61; 0.60; 0.60,0.43; 0.43; 0.41; 0.41; 0.44; 0.44; 0.38; 0.38; 0.45; 0.45,-3.285,4.059,0.2,-0.156,0.037,0.0,-0.13
5jytA_2qkeE,010,238.0,126.0,0.648,0.44,0.66,0.439,0.043,0.021,0.024,003; 003; 001; 004; 001; 004; 005; 005; 007; 007,0.71; 0.71; 0.70; 0.70; 0.70; 0.70; 0.65; 0.65; 0.62; 0.62,0.46; 0.46; 0.45; 0.45; 0.45; 0.45; 0.43; 0.43; 0.45; 0.44,1.003,4.652,0.5,0.167,-0.022,0.0,0.095
5jytA_2qkeE,011,223.0,100.0,0.262,0.245,0.313,0.329,0.198,0.138,0.124,009; 009; 001; 001; 002; 002; 003; 003; 008; 008,0.71; 0.71; 0.69; 0.69; 0.68; 0.68; 0.68; 0.68; 0.66; 0.66,0.44; 0.44; 0.44; 0.44; 0.45; 0.45; 0.44; 0.44; 0.43; 0.43,2.134,5.102,0.7,0.06,0.065,0.0,-0.004
5jytA_2qkeE,012,192.0,25.0,0.458,0.623,0.468,0.828,0.117,0.064,0.085,004; 008; 004; 008; 009; 009; 010; 010; 001; 001,0.73; 0.73; 0.73; 0.73; 0.69; 0.69; 0.68; 0.68; 0.67; 0.67,0.47; 0.46; 0.47; 0.46; 0.43; 0.43; 0.43; 0.43; 0.46; 0.46,1.202,4.043,0.6,-0.453,0.023,0.0,-0.089
5jytA_2qkeE,013,189.0,98.0,0.606,0.432,0.671,0.427,0.13,0.066,0.078,004; 004; 002; 002; 001; 008; 008; 001; 003; 003,0.72; 0.71; 0.70; 0.70; 0.68; 0.68; 0.68; 0.68; 0.65; 0.65,0.42; 0.42; 0.44; 0.44; 0.43; 0.45; 0.45; 0.43; 0.42; 0.42,0.446,2.983,0.6,0.159,0.045,0.0,0.026
5jytA_2qkeE,014,176.0,68.0,0.613,0.45,0.671,0.443,0.171,0.105,0.085,002; 002; 004; 004; 003; 003; 001; 005; 001; 005,0.73; 0.73; 0.72; 0.72; 0.70; 0.70; 0.69; 0.69; 0.69; 0.69,0.45; 0.45; 0.44; 0.44; 0.43; 0.44; 0.44; 0.41; 0.44; 0.41,0.089,3.344,0.5,-0.145,0.014,0.0,0.064
5jytA_2qkeE,015,175.0,64.0,0.323,0.356,0.47,0.408,0.103,0.064,0.062,002; 002; 001; 001; 007; 007; 005; 008; 003; 003,0.71; 0.71; 0.68; 0.68; 0.63; 0.63; 0.59; 0.59; 0.59; 0.59,0.45; 0.45; 0.45; 0.45; 0.45; 0.45; 0.42; 0.37; 0.44; 0.43,2.542,3.777,0.6,0.095,-0.03,0.0,-0.015
