pair_id,method,n_leaves,n_F1c_leaves,n_F2c_leaves,n_Amc_leaves,parsimony_score,parsimony_p,nn_concordance,nn_concordance_p,nn3_concordance,nn3_concordance_p,D_statistic,morans_I,morans_p,morans_z,morans_lambda_max,morans_max_perm,morans_I_norm,morans_n,morans_note,notes,n_clusters,morans_p_bh,parsimony_p_bh,nn_concordance_p_bh,nn3_concordance_p_bh
4q79F_4uv2D,S4PRED,100,15,9,76,,,,,,,,-0.0037,0.05,2.009,0.1698,0.1395,0.0426,100,,,100,0.11621621621621621,,,
4qhhA_4qhfA,AF2,85,35,37,13,,,,,,,,0.0012,0.006,3.62,0.1551,0.137,0.0881,85,,,85,0.03969230769230769,,,
4qhhA_4qhfA,AF3,85,30,49,6,,,,,,,,0.0334,0.001,11.498,0.1551,0.1527,0.2753,85,,,85,0.0172,,,
4qhhA_4qhfA,Boltz2,85,19,17,49,,,,,,,,0.0169,0.001,7.533,0.1551,0.1254,0.2094,85,,,85,0.012499999999999999,,,
4qhhA_4qhfA,ESM,85,36,24,25,,,,,,,,0.0592,0.001,18.844,0.1551,0.1146,0.5622,85,,,85,0.005058823529411765,,,
4qhhA_4qhfA,MSAT,85,0,1,84,,,,,,,,-0.1155,0.5105,-0.158,0.1086,-0.0411,-0.0632,10,,no_F1F2_split,85,0.999,,,
4qhhA_4qhfA,CCMpred,85,0,0,85,,,,,,,,,,,,,,10,zero_variance,no_F1F2_split,85,,,,
4qhhA_4qhfA,DDG,85,9,12,64,,,,,,,,0.0121,0.002,6.476,0.1551,0.13,0.1695,85,,,85,0.0043,,,
4qhhA_4qhfA,S4PRED,85,14,1,70,,,,,,,,0.0072,0.003,5.126,0.1551,0.1475,0.1199,85,,,85,0.01842857142857143,,,
4rmbB_4rmbA,AF2,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
4rmbB_4rmbA,AF3,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
4rmbB_4rmbA,Boltz2,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
4rmbB_4rmbA,ESM,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
4rmbB_4rmbA,MSAT,2,0,0,2,,,,,,,,,,,,,,0,n<3,no_F1F2_split,2,,,,
4rmbB_4rmbA,CCMpred,2,0,0,2,,,,,,,,,,,,,,0,n<3,no_F1F2_split,2,,,,
4rmbB_4rmbA,DDG,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
4rmbB_4rmbA,S4PRED,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
4rwqB_4rwnA,AF2,96,0,0,96,,,,,,,,-0.0054,0.1089,1.305,0.1667,0.1595,0.0303,96,,no_F1F2_split,96,0.29266875,,,
4rwqB_4rwnA,AF3,96,2,3,91,,,,,,,,-0.0014,0.031,2.311,0.1667,0.162,0.0528,96,,,96,0.10253846153846154,,,
4rwqB_4rwnA,Boltz2,96,0,1,95,,,,,,,,-0.0154,0.9411,-1.254,0.1667,0.1568,-0.0292,96,,no_F1F2_split,96,0.9942567567567568,,,
4rwqB_4rwnA,ESM,96,5,0,91,,,,,,,,0.0066,0.004,4.18,0.1667,0.1519,0.1052,96,,no_F1F2_split,96,0.013760000000000001,,,
4rwqB_4rwnA,MSAT,96,0,0,96,,,,,,,,-0.1154,0.7143,-0.516,0.107,0.0582,-0.0973,11,,no_F1F2_split,96,0.999,,,
4rwqB_4rwnA,CCMpred,96,0,0,96,,,,,,,,,,,,,,11,zero_variance,no_F1F2_split,96,,,,
4rwqB_4rwnA,DDG,96,26,33,37,,,,,,,,0.023,0.001,8.913,0.1667,0.1525,0.2055,96,,,96,0.0026875000000000002,,,
4rwqB_4rwnA,S4PRED,96,0,0,96,,,,,,,,0.0034,0.004,3.659,0.1667,0.1484,0.0878,96,,no_F1F2_split,96,0.02023529411764706,,,
4tsyD_3zwgN,AF2,34,0,1,33,,,,,,,,-0.0325,0.5604,-0.261,0.1104,0.0776,-0.0207,34,,no_F1F2_split,34,0.7530375,,,
4tsyD_3zwgN,AF3,34,0,2,32,,,,,,,,-0.0273,0.2797,0.405,0.1104,0.078,0.0282,34,,no_F1F2_split,34,0.4716509803921569,,,
4tsyD_3zwgN,Boltz2,34,0,1,33,,,,,,,,-0.0207,0.1079,1.158,0.1104,0.093,0.0777,34,,no_F1F2_split,34,0.3746590909090909,,,
4tsyD_3zwgN,ESM,34,0,1,33,,,,,,,,-0.02,0.1059,1.262,0.1104,0.0806,0.093,34,,no_F1F2_split,34,0.1655890909090909,,,
4tsyD_3zwgN,MSAT,34,0,0,34,,,,,,,,,,,,,,1,n<3,no_F1F2_split,34,,,,
4tsyD_3zwgN,CCMpred,34,0,0,34,,,,,,,,,,,,,,1,n<3,no_F1F2_split,34,,,,
4tsyD_3zwgN,DDG,34,8,7,19,,,,,,,,0.0264,0.001,7.284,0.1104,0.0895,0.4731,34,,,34,0.0026875000000000002,,,
4tsyD_3zwgN,S4PRED,34,0,0,34,,,,,,,,-0.0296,0.4126,0.054,0.1104,0.0972,0.0054,34,,no_F1F2_split,34,0.49521666666666664,,,
4xwsD_4y0mJ,AF2,100,1,0,99,,,,,,,,-0.0089,0.2268,0.49,0.1294,0.1015,0.0109,100,,no_F1F2_split,100,0.4644,,,
4xwsD_4y0mJ,AF3,100,2,3,95,,,,,,,,-0.0105,0.4745,-0.18,0.1294,0.1225,-0.0031,100,,,100,0.6090597014925372,,,
4xwsD_4y0mJ,Boltz2,100,0,0,100,,,,,,,,-0.0122,0.8801,-0.915,0.1294,0.0985,-0.0195,100,,no_F1F2_split,100,0.9942567567567568,,,
4xwsD_4y0mJ,ESM,100,2,1,97,,,,,,,,-0.0114,0.7063,-0.607,0.1294,0.0963,-0.0125,100,,,100,0.7992342105263158,,,
4xwsD_4y0mJ,MSAT,100,1,0,99,,,,,,,,-0.0548,0.5974,-0.337,0.0531,-0.0366,-0.1345,20,,no_F1F2_split,100,0.999,,,
4xwsD_4y0mJ,CCMpred,100,0,0,100,,,,,,,,-0.0606,0.8412,-0.968,0.0531,-0.027,-0.3097,20,,no_F1F2_split,100,0.9684964285714287,,,
4xwsD_4y0mJ,DDG,100,17,23,60,,,,,,,,-0.0113,0.6733,-0.552,0.1294,0.1097,-0.0102,100,,,100,0.6733,,,
4xwsD_4y0mJ,S4PRED,100,0,0,100,,,,,,,,-0.01,0.3876,-0.009,0.1294,0.1091,0.0005,100,,no_F1F2_split,100,0.48683478260869567,,,
4ydqB_4twaA,AF2,100,0,0,100,,,,,,,,-0.0145,0.987,-1.329,0.183,0.1663,-0.0248,100,,no_F1F2_split,100,0.989,,,
4ydqB_4twaA,AF3,100,0,0,100,,,,,,,,-0.0031,0.036,2.223,0.183,0.1429,0.0455,100,,no_F1F2_split,100,0.11466666666666665,,,
4ydqB_4twaA,Boltz2,100,0,0,100,,,,,,,,-0.0094,0.3047,0.239,0.183,0.1385,0.0047,100,,no_F1F2_split,100,0.5788125,,,
4ydqB_4twaA,ESM,100,3,0,97,,,,,,,,0.0045,0.005,4.71,0.183,0.127,0.1066,100,,no_F1F2_split,100,0.015925925925925927,,,
4ydqB_4twaA,MSAT,100,0,0,100,,,,,,,,-0.0727,0.8861,-1.058,0.0916,-0.0156,-0.2173,17,,no_F1F2_split,100,0.999,,,
4ydqB_4twaA,CCMpred,100,0,0,100,,,,,,,,-0.0584,0.2058,0.595,0.0916,-0.045,0.2356,17,,no_F1F2_split,100,0.6631333333333334,,,
4ydqB_4twaA,DDG,100,13,8,79,,,,,,,,-0.0073,0.1409,0.932,0.183,0.1504,0.0172,100,,,100,0.1835969696969697,,,
4ydqB_4twaA,S4PRED,100,0,0,100,,,,,,,,-0.0052,0.0839,1.548,0.183,0.0952,0.0468,100,,no_F1F2_split,100,0.1678,,,
4yhdG_7ahlE,AF2,15,0,0,15,,,,,,,,-0.0637,0.2567,0.529,0.0629,0.0145,0.0899,15,,no_F1F2_split,15,0.4905822222222222,,,
4yhdG_7ahlE,AF3,15,1,0,14,,,,,,,,-0.0732,0.4975,-0.165,0.0629,-0.0025,-0.0255,15,,no_F1F2_split,15,0.6250579710144927,,,
4yhdG_7ahlE,Boltz2,15,1,1,13,,,,,,,,-0.0852,0.9061,-1.061,0.0629,-0.0067,-0.2123,15,,,15,0.9942567567567568,,,
4yhdG_7ahlE,ESM,15,2,2,11,,,,,,,,-0.0344,0.034,2.239,0.0629,0.0231,0.3922,15,,,15,0.06356521739130436,,,
4yhdG_7ahlE,MSAT,15,0,0,15,,,,,,,,,,,,,,2,n<3,no_F1F2_split,15,,,,
4yhdG_7ahlE,CCMpred,15,0,0,15,,,,,,,,,,,,,,2,n<3,no_F1F2_split,15,,,,
4yhdG_7ahlE,DDG,15,3,2,10,,,,,,,,-0.0406,0.046,1.9,0.0629,0.0237,0.3245,15,,,15,0.06705084745762711,,,
4yhdG_7ahlE,S4PRED,15,0,0,15,,,,,,,,-0.0821,0.7602,-0.681,0.0629,0.0145,-0.1247,15,,no_F1F2_split,15,0.787677108433735,,,
4zrbH_4zrbC,AF2,100,0,0,100,,,,,,,,0.0079,0.001,7.71,0.1275,0.0923,0.176,100,,no_F1F2_split,100,0.012285714285714287,,,
4zrbH_4zrbC,AF3,100,1,0,99,,,,,,,,-0.0012,0.005,4.115,0.1275,0.0849,0.0942,100,,no_F1F2_split,100,0.03909090909090909,,,
4zrbH_4zrbC,Boltz2,100,0,0,100,,,,,,,,,,,,,,100,zero_variance,no_F1F2_split,100,,,,
4zrbH_4zrbC,ESM,100,0,1,99,,,,,,,,0.0053,0.001,6.795,0.1275,0.1033,0.1355,100,,no_F1F2_split,100,0.005058823529411765,,,
4zrbH_4zrbC,MSAT,100,0,0,100,,,,,,,,-0.0598,0.9201,-1.095,0.0717,0.0456,-0.1021,21,,no_F1F2_split,100,0.999,,,
4zrbH_4zrbC,CCMpred,100,0,0,100,,,,,,,,,,,,,,21,zero_variance,no_F1F2_split,100,,,,
4zrbH_4zrbC,DDG,100,2,7,91,,,,,,,,-0.0008,0.001,4.784,0.1275,0.0956,0.0878,100,,,100,0.0026875000000000002,,,
4zrbH_4zrbC,S4PRED,100,0,13,87,,,,,,,,0.0175,0.001,13.514,0.1275,0.1188,0.214,100,,no_F1F2_split,100,0.009555555555555557,,,
5bmyA_5b3zA,AF2,100,0,0,100,,,,,,,,-0.0004,0.011,3.437,0.156,0.1062,0.0832,100,,no_F1F2_split,100,0.05564705882352941,,,
5bmyA_5b3zA,AF3,100,0,1,99,,,,,,,,-0.0069,0.1129,1.167,0.156,0.1267,0.0235,100,,no_F1F2_split,100,0.242735,,,
5bmyA_5b3zA,Boltz2,100,1,0,99,,,,,,,,-0.0132,0.9131,-1.077,0.156,0.0875,-0.0313,100,,no_F1F2_split,100,0.9942567567567568,,,
5bmyA_5b3zA,ESM,100,1,0,99,,,,,,,,-0.0044,0.039,2.123,0.156,0.1012,0.0509,100,,no_F1F2_split,100,0.069875,,,
5bmyA_5b3zA,MSAT,100,0,0,100,,,,,,,,-0.0948,0.972,-1.829,0.103,0.0026,-0.4066,16,,no_F1F2_split,100,0.999,,,
5bmyA_5b3zA,CCMpred,100,0,0,100,,,,,,,,,,,,,,16,zero_variance,no_F1F2_split,100,,,,
5bmyA_5b3zA,DDG,100,21,18,61,,,,,,,,-0.004,0.0569,1.974,0.156,0.1263,0.0447,100,,,100,0.08021967213114754,,,
5bmyA_5b3zA,S4PRED,100,0,0,100,,,,,,,,-0.0015,0.013,3.273,0.156,0.1386,0.0578,100,,no_F1F2_split,100,0.043,,,
5c1vB_5c1vA,AF2,100,0,0,100,,,,,,,,-0.0087,0.2507,0.442,0.1326,0.1023,0.0122,100,,no_F1F2_split,100,0.4900045454545454,,,
5c1vB_5c1vA,AF3,100,0,0,100,,,,,,,,-0.01,0.3846,0.035,0.1326,0.1119,0.0008,100,,no_F1F2_split,100,0.5422229508196722,,,
5c1vB_5c1vA,Boltz2,100,0,0,100,,,,,,,,,,,,,,100,zero_variance,no_F1F2_split,100,,,,
5c1vB_5c1vA,ESM,100,18,0,82,,,,,,,,0.004,0.004,4.719,0.1326,0.1264,0.103,100,,no_F1F2_split,100,0.013760000000000001,,,
5c1vB_5c1vA,MSAT,100,0,0,100,,,,,,,,-0.0096,0.012,3.49,0.1005,0.0516,0.4458,18,,no_F1F2_split,100,0.25999999999999995,,,
5c1vB_5c1vA,CCMpred,100,0,0,100,,,,,,,,-0.0608,0.4695,-0.141,0.1005,0.0574,-0.0171,18,,no_F1F2_split,100,0.81983,,,
5c1vB_5c1vA,DDG,100,13,12,75,,,,,,,,-0.003,0.028,2.573,0.1326,0.1151,0.057,100,,,100,0.04378181818181818,,,
5c1vB_5c1vA,S4PRED,100,0,0,100,,,,,,,,-0.003,0.029,2.527,0.1326,0.1132,0.058,100,,no_F1F2_split,100,0.0779375,,,
5et5A_3ifaA,AF2,100,1,0,99,,,,,,,,-0.0124,0.8771,-0.929,0.1372,0.1022,-0.0204,100,,no_F1F2_split,100,0.9333654320987653,,,
5et5A_3ifaA,AF3,100,6,2,92,,,,,,,,-0.0119,0.7942,-0.77,0.1372,0.1057,-0.0156,100,,,100,0.8623649999999999,,,
5et5A_3ifaA,Boltz2,100,3,1,96,,,,,,,,-0.0129,0.955,-1.157,0.1372,0.0932,-0.027,100,,,100,0.9942567567567568,,,
5et5A_3ifaA,ESM,100,0,0,100,,,,,,,,-0.0107,0.5175,-0.264,0.1372,0.122,-0.0048,100,,no_F1F2_split,100,0.6357857142857142,,,
5et5A_3ifaA,MSAT,100,0,0,100,,,,,,,,-0.0568,0.6503,-0.457,0.034,0.022,-0.0559,20,,no_F1F2_split,100,0.999,,,
5et5A_3ifaA,CCMpred,100,0,0,100,,,,,,,,-0.0619,0.9061,-1.185,0.034,-0.0117,-0.2272,20,,no_F1F2_split,100,0.9684964285714287,,,
5et5A_3ifaA,DDG,100,23,19,58,,,,,,,,-0.0071,0.0989,1.276,0.1372,0.1152,0.0238,100,,,100,0.132896875,,,
5et5A_3ifaA,S4PRED,100,0,0,100,,,,,,,,-0.0063,0.0649,1.575,0.1372,0.1236,0.0281,100,,no_F1F2_split,100,0.13953500000000002,,,
5f5rB_5f3kA,AF2,100,7,7,86,,,,,,,,-0.0124,0.8791,-0.983,0.1158,0.1028,-0.0207,100,,,100,0.9333654320987653,,,
5f5rB_5f3kA,AF3,100,13,13,74,,,,,,,,-0.0122,0.8422,-0.906,0.1158,0.1049,-0.0184,100,,,100,0.8906243902439024,,,
5f5rB_5f3kA,Boltz2,100,15,8,77,,,,,,,,-0.0113,0.6394,-0.502,0.1158,0.0989,-0.0108,100,,,100,0.9045833333333333,,,
5f5rB_5f3kA,ESM,100,18,12,70,,,,,,,,-0.0052,0.0539,1.968,0.1158,0.1042,0.0432,100,,,100,0.09460000000000002,,,
5f5rB_5f3kA,MSAT,100,0,0,100,,,,,,,,-0.0519,0.3407,0.318,0.0567,0.0312,0.042,19,,no_F1F2_split,100,0.999,,,
5f5rB_5f3kA,CCMpred,100,0,0,100,,,,,,,,,,,,,,0,n<3,no_F1F2_split,100,,,,
5f5rB_5f3kA,DDG,100,16,16,68,,,,,,,,-0.0048,0.039,2.201,0.1158,0.1029,0.0469,100,,,100,0.0588421052631579,,,
5f5rB_5f3kA,S4PRED,100,6,0,94,,,,,,,,-0.0101,0.3996,-0.01,0.1158,0.0944,0.0004,100,,no_F1F2_split,100,0.49093714285714285,,,
5hk5H_4jphB,AF2,93,1,1,91,,,,,,,,0.0018,0.005,3.599,0.1317,0.0971,0.1176,93,,,93,0.035833333333333335,,,
5hk5H_4jphB,AF3,93,2,1,90,,,,,,,,-0.0033,0.03,2.245,0.1317,0.0934,0.073,93,,,93,0.10253846153846154,,,
5hk5H_4jphB,Boltz2,93,4,3,86,,,,,,,,-0.0095,0.2707,0.44,0.1317,0.096,0.0128,93,,,93,0.5342763157894737,,,
5hk5H_4jphB,ESM,93,17,25,51,,,,,,,,0.0141,0.001,7.234,0.1317,0.0846,0.2613,93,,,93,0.005058823529411765,,,
5hk5H_4jphB,MSAT,93,0,0,93,,,,,,,,-0.0919,0.5664,-0.095,-0.0,-0.0601,-0.0323,12,,no_F1F2_split,93,0.999,,,
5hk5H_4jphB,CCMpred,93,0,0,93,,,,,,,,,,,,,,0,n<3,no_F1F2_split,93,,,,
5hk5H_4jphB,DDG,93,16,16,61,,,,,,,,0.0111,0.001,6.521,0.1317,0.1069,0.1866,93,,,93,0.0026875000000000002,,,
5hk5H_4jphB,S4PRED,93,0,0,93,,,,,,,,-0.004,0.037,1.951,0.1317,0.1112,0.0563,93,,no_F1F2_split,93,0.09358823529411764,,,
5i2sA_5i2mA,AF2,6,0,0,6,,,,,,,,-0.2178,0.6044,-0.438,-0.0,-0.1101,-0.1976,6,,no_F1F2_split,6,0.7669176470588236,,,
5i2sA_5i2mA,AF3,6,2,2,2,,,,,,,,-0.2431,0.8931,-0.967,-0.0,-0.0761,-0.3476,6,,,6,0.9253807228915663,,,
5i2sA_5i2mA,Boltz2,6,0,0,6,,,,,,,,-0.2474,0.9351,-1.207,-0.0,-0.0976,-0.4624,6,,no_F1F2_split,6,0.9942567567567568,,,
5i2sA_5i2mA,ESM,6,1,0,5,,,,,,,,-0.2516,0.979,-2.111,-0.0,-0.148,-0.9915,6,,no_F1F2_split,6,0.989,,,
5i2sA_5i2mA,MSAT,6,0,0,6,,,,,,,,,,,,,,1,n<3,no_F1F2_split,6,,,,
5i2sA_5i2mA,CCMpred,6,0,0,6,,,,,,,,,,,,,,0,n<3,no_F1F2_split,6,,,,
5i2sA_5i2mA,DDG,6,2,2,2,,,,,,,,-0.2038,0.3746,-0.15,-0.0,-0.0907,-0.0344,6,,,6,0.4077924050632912,,,
5i2sA_5i2mA,S4PRED,6,0,0,6,,,,,,,,-0.181,0.2567,0.478,-0.0,-0.0961,0.1831,6,,no_F1F2_split,6,0.3835896551724137,,,
5jytA_2qkeE,AF2,100,40,41,19,,,,,,,,-0.0055,0.042,2.104,0.1025,0.0801,0.0514,100,,,100,0.13377777777777777,,,
5jytA_2qkeE,AF3,100,41,42,17,,,,,,,,-0.0066,0.0719,1.704,0.1025,0.0832,0.0371,100,,,100,0.17176111111111114,,,
5jytA_2qkeE,Boltz2,100,43,35,22,,,,,,,,-0.0048,0.026,2.577,0.1025,0.0836,0.057,100,,,100,0.15,,,
5jytA_2qkeE,ESM,100,7,12,81,,,,,,,,-0.0016,0.006,4.474,0.1025,0.0842,0.0896,100,,,100,0.01842857142857143,,,
5jytA_2qkeE,MSAT,100,0,0,100,,,,,,,,,,,,,,0,n<3,no_F1F2_split,100,,,,
5jytA_2qkeE,CCMpred,100,0,0,100,,,,,,,,,,,,,,0,n<3,no_F1F2_split,100,,,,
5jytA_2qkeE,DDG,100,26,30,44,,,,,,,,0.0001,0.002,4.854,0.1025,0.0794,0.1139,100,,,100,0.0043,,,
5jytA_2qkeE,S4PRED,100,17,17,66,,,,,,,,-0.0068,0.0639,1.681,0.1025,0.0796,0.0364,100,,,100,0.13953500000000002,,,
5jztG_5jzhA,AF2,17,1,2,14,,,,,,,,-0.0865,0.5954,-0.421,0.0903,0.0656,-0.0669,14,,,17,0.7669176470588236,,,
5jztG_5jzhA,AF3,17,2,1,14,,,,,,,,-0.0986,0.9201,-1.169,0.0903,0.0349,-0.1936,14,,,17,0.930924705882353,,,
5jztG_5jzhA,Boltz2,17,0,2,15,,,,,,,,-0.0587,0.1528,0.931,0.0903,0.0262,0.1764,14,,no_F1F2_split,17,0.40551724137931033,,,
5jztG_5jzhA,ESM,17,4,3,10,,,,,,,,-0.0542,0.1518,1.016,0.0903,0.0649,0.1604,14,,,17,0.21757999999999997,,,
5jztG_5jzhA,MSAT,17,0,0,17,,,,,,,,,,,,,,1,n<3,no_F1F2_split,17,,,,
5jztG_5jzhA,CCMpred,17,0,0,17,,,,,,,,,,,,,,0,n<3,no_F1F2_split,17,,,,
5jztG_5jzhA,DDG,17,6,7,4,,,,,,,,-0.0402,0.0809,1.629,0.0903,0.0652,0.2582,14,,,17,0.11221612903225806,,,
5jztG_5jzhA,S4PRED,17,0,0,17,,,,,,,,-0.0037,0.01,3.796,0.0903,0.0017,0.931,14,,no_F1F2_split,17,0.035833333333333335,,,
5l35G_5l35D,AF2,13,0,0,13,,,,,,,,-0.0899,0.3726,0.006,0.079,0.0508,0.0068,12,,no_F1F2_split,13,0.5722071428571428,,,
5l35G_5l35D,AF3,13,0,0,13,,,,,,,,-0.1042,0.6763,-0.57,0.079,0.0542,-0.0914,12,,no_F1F2_split,13,0.7871324324324324,,,
5l35G_5l35D,Boltz2,13,0,0,13,,,,,,,,,,,,,,12,zero_variance,no_F1F2_split,13,,,,
5l35G_5l35D,ESM,13,1,1,11,,,,,,,,-0.1023,0.6973,-0.568,0.079,0.0007,-0.1239,12,,,13,0.7992342105263158,,,
5l35G_5l35D,MSAT,13,0,0,13,,,,,,,,,,,,,,1,n<3,no_F1F2_split,13,,,,
5l35G_5l35D,CCMpred,13,0,0,13,,,,,,,,,,,,,,0,n<3,no_F1F2_split,13,,,,
5l35G_5l35D,DDG,13,0,1,12,,,,,,,,-0.07,0.1538,0.941,0.079,0.016,0.1956,12,,no_F1F2_split,13,0.19741492537313432,,,
5l35G_5l35D,S4PRED,13,0,0,13,,,,,,,,-0.0608,0.1039,1.296,0.079,0.0447,0.2223,12,,no_F1F2_split,13,0.1901148936170213,,,
5lj3M_3tp2A,AF2,100,2,1,97,,,,,,,,0.0049,0.014,3.168,0.2807,0.2442,0.0591,100,,,100,0.06254545454545456,,,
5lj3M_3tp2A,AF3,100,0,4,96,,,,,,,,-0.0096,0.3516,0.122,0.2807,0.2362,0.0019,100,,no_F1F2_split,100,0.5213379310344828,,,
5lj3M_3tp2A,Boltz2,100,0,0,100,,,,,,,,,,,,,,0,n<3,no_F1F2_split,100,,,,
5lj3M_3tp2A,ESM,100,7,13,80,,,,,,,,0.0557,0.001,11.967,0.2807,0.2412,0.2619,100,,,100,0.005058823529411765,,,
5lj3M_3tp2A,MSAT,100,0,0,100,,,,,,,,-0.2305,0.8811,-1.215,-0.0,-0.1329,-0.4554,6,,no_F1F2_split,100,0.999,,,
5lj3M_3tp2A,CCMpred,100,0,0,100,,,,,,,,,,,,,,0,n<3,no_F1F2_split,100,,,,
5lj3M_3tp2A,DDG,100,56,30,14,,,,,,,,0.1642,0.001,36.152,0.2807,0.2745,0.6125,100,,,100,0.0026875000000000002,,,
5lj3M_3tp2A,S4PRED,100,0,5,95,,,,,,,,0.0213,0.001,6.641,0.2807,0.2165,0.1385,100,,no_F1F2_split,100,0.009555555555555557,,,
5ly6B_5aoeB,AF2,57,10,10,37,,,,,,,,0.0177,0.001,5.491,0.1842,0.1383,0.2513,45,,,57,0.012285714285714287,,,
5ly6B_5aoeB,AF3,57,21,13,23,,,,,,,,-0.0149,0.1369,1.064,0.1842,0.1475,0.0462,45,,,57,0.2675772727272727,,,
5ly6B_5aoeB,Boltz2,57,3,3,51,,,,,,,,-0.0226,0.4006,-0.019,0.1842,0.1444,0.0005,45,,,57,0.6629347826086956,,,
5ly6B_5aoeB,ESM,57,10,15,32,,,,,,,,0.0322,0.001,6.996,0.1842,0.1449,0.3279,45,,,57,0.005058823529411765,,,
5ly6B_5aoeB,MSAT,57,0,0,57,,,,,,,,-0.5172,0.6863,-1.411,-0.0,-0.4869,-1.3108,3,,no_F1F2_split,57,0.999,,,
5ly6B_5aoeB,CCMpred,57,0,0,57,,,,,,,,,,,,,,0,n<3,no_F1F2_split,57,,,,
5ly6B_5aoeB,DDG,57,21,22,14,,,,,,,,0.1051,0.001,16.625,0.1842,0.174,0.6498,45,,,57,0.0026875000000000002,,,
5ly6B_5aoeB,S4PRED,57,0,1,56,,,,,,,,-0.0141,0.1159,1.094,0.1842,0.1476,0.0504,45,,no_F1F2_split,57,0.199348,,,
5tpnA_1g2cF,AF2,4,1,1,2,,,,,,,,-0.4562,0.3217,1.394,-0.0,-0.4562,1.0,3,,,4,0.5284943396226415,,,
5tpnA_1g2cF,AF3,4,1,0,3,,,,,,,,-0.4562,0.3217,1.394,-0.0,-0.4562,1.0,3,,no_F1F2_split,4,0.5061490909090909,,,
5tpnA_1g2cF,Boltz2,4,2,1,1,,,,,,,,-0.4562,0.3217,1.394,-0.0,-0.4562,1.0,3,,,4,0.583392857142857,,,
5tpnA_1g2cF,ESM,4,1,1,2,,,,,,,,-0.4562,0.3217,1.394,-0.0,-0.4562,1.0,3,,,4,0.40812058823529407,,,
5tpnA_1g2cF,MSAT,4,0,0,4,,,,,,,,,,,,,,0,n<3,no_F1F2_split,4,,,,
5tpnA_1g2cF,CCMpred,4,0,0,4,,,,,,,,,,,,,,0,n<3,no_F1F2_split,4,,,,
5tpnA_1g2cF,DDG,4,1,2,1,,,,,,,,-0.4562,0.3217,1.394,-0.0,-0.4562,1.0,3,,,4,0.36153506493506493,,,
5tpnA_1g2cF,S4PRED,4,2,1,1,,,,,,,,-0.4562,0.3217,1.394,-0.0,-0.4562,1.0,3,,,4,0.4432412698412698,,,
5wrgC_1wyyB,AF2,35,6,7,22,,,,,,,,-0.0207,0.2378,0.632,0.308,0.2091,0.0565,30,,,35,0.4756,,,
5wrgC_1wyyB,AF3,35,6,9,20,,,,,,,,0.0159,0.024,2.244,0.308,0.2171,0.2004,30,,,35,0.09828571428571428,,,
5wrgC_1wyyB,Boltz2,35,4,6,25,,,,,,,,-0.0322,0.3946,0.122,0.308,0.2614,0.0077,30,,,35,0.6629347826086956,,,
5wrgC_1wyyB,ESM,35,10,6,19,,,,,,,,-0.0398,0.5624,-0.242,0.308,0.2454,-0.0189,30,,,35,0.6536,,,
5wrgC_1wyyB,MSAT,35,0,0,35,,,,,,,,,,,,,,2,n<3,no_F1F2_split,35,,,,
5wrgC_1wyyB,CCMpred,35,0,0,35,,,,,,,,,,,,,,0,n<3,no_F1F2_split,35,,,,
5wrgC_1wyyB,DDG,35,21,9,5,,,,,,,,0.1247,0.001,6.244,0.308,0.2693,0.5239,30,,,35,0.0026875000000000002,,,
5wrgC_1wyyB,S4PRED,35,12,13,10,,,,,,,,0.1279,0.001,6.331,0.308,0.242,0.5873,30,,,35,0.009555555555555557,,,
6c6sD_2ougC,AF2,100,9,14,77,,,,,,,,-0.0125,0.966,-1.216,0.1108,0.0919,-0.0237,100,,,100,0.9889999999999999,,,
6c6sD_2ougC,AF3,100,16,16,68,,,,,,,,-0.0127,0.985,-1.294,0.1108,0.0876,-0.0271,100,,,100,0.9849999999999999,,,
6c6sD_2ougC,Boltz2,100,0,0,100,,,,,,,,,,,,,,0,n<3,no_F1F2_split,100,,,,
6c6sD_2ougC,ESM,100,26,23,51,,,,,,,,-0.0084,0.1628,0.835,0.1108,0.1016,0.0152,100,,,100,0.22581935483870968,,,
6c6sD_2ougC,MSAT,100,2,2,96,,,,,,,,0.0032,0.001,5.049,0.0906,0.0518,0.547,19,,,100,0.06,,,
6c6sD_2ougC,CCMpred,100,0,0,100,,,,,,,,-0.0475,0.026,1.623,0.0906,-0.0462,0.8651,19,,no_F1F2_split,100,0.20879999999999996,,,
6c6sD_2ougC,DDG,100,8,8,84,,,,,,,,-0.0052,0.028,2.451,0.1108,0.094,0.0471,100,,,100,0.04378181818181818,,,
6c6sD_2ougC,S4PRED,100,27,22,51,,,,,,,,-0.0112,0.6883,-0.58,0.1108,0.0939,-0.0109,100,,,100,0.7307876543209877,,,
