pdb_file,score_pdb1,score_pdb2,Fold,cluster_num,unique_fold_score
ShallowMsa_030_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.61617,0.49715,2qqj,030,1.0
ShallowMsa_030_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,0.61972,0.50145,2qqj,030,1.0
ShallowMsa_030_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.84021,0.51608,2qqj,030,1.0
ShallowMsa_030_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.81612,0.5112,2qqj,030,1.0
ShallowMsa_030_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.86792,0.51737,2qqj,030,1.0
ShallowMsa_031_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.61462,0.49967,2qqj,031,1.0
ShallowMsa_031_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.60748,0.49933,2qqj,031,1.0
ShallowMsa_031_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.62391,0.50391,2qqj,031,1.0
ShallowMsa_031_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.64068,0.49854,2qqj,031,1.0
ShallowMsa_031_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.60458,0.49503,2qqj,031,1.0
ShallowMsa_032_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.74227,0.5192,2qqj,032,1.0
ShallowMsa_032_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.79472,0.51486,2qqj,032,1.0
ShallowMsa_032_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.66837,0.5075,2qqj,032,1.0
ShallowMsa_032_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.77264,0.5092,2qqj,032,1.0
ShallowMsa_032_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.73802,0.51248,2qqj,032,1.0
ShallowMsa_033_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.85396,0.51558,2qqj,033,1.0
ShallowMsa_033_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.82494,0.51867,2qqj,033,1.0
ShallowMsa_033_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.65558,0.51269,2qqj,033,1.0
ShallowMsa_033_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.76862,0.50708,2qqj,033,1.0
ShallowMsa_033_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.74999,0.51453,2qqj,033,1.0
ShallowMsa_034_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.75173,0.52937,2qqj,034,1.0
ShallowMsa_034_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.76256,0.52953,2qqj,034,1.0
ShallowMsa_034_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.64159,0.52095,2qqj,034,1.0
ShallowMsa_034_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.7769,0.53004,2qqj,034,1.0
ShallowMsa_034_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.83623,0.52443,2qqj,034,1.0
ShallowMsa_035_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.85223,0.52947,2qqj,035,1.0
ShallowMsa_035_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.82148,0.52767,2qqj,035,1.0
ShallowMsa_035_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.85021,0.51609,2qqj,035,1.0
ShallowMsa_035_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.77958,0.50624,2qqj,035,1.0
ShallowMsa_035_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.77536,0.4916,2qqj,035,1.0
ShallowMsa_036_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.58603,0.48659,2qqj,036,1.0
ShallowMsa_036_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.55697,0.48293,2qqj,036,1.0
ShallowMsa_036_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.5223,0.37617,2qqj,036,1.0
ShallowMsa_036_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.43931,0.35433,2qqj,036,1.0
ShallowMsa_036_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.44811,0.3424,2qqj,036,1.0
ShallowMsa_037_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,0.57166,0.47174,2qqj,037,1.0
ShallowMsa_037_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.50782,0.47555,2qqj,037,1.0
ShallowMsa_037_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.49332,0.40659,2qqj,037,1.0
ShallowMsa_037_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.50589,0.39696,2qqj,037,1.0
ShallowMsa_037_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,0.46475,0.40445,2qqj,037,1.0
ShallowMsa_038_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.91055,0.52819,2qqj,038,1.0
ShallowMsa_038_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.87189,0.51629,2qqj,038,1.0
ShallowMsa_038_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.5789,0.49087,2qqj,038,1.0
ShallowMsa_038_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.49744,0.48121,2qqj,038,1.0
ShallowMsa_038_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.45337,0.45206,2qqj,038,1.0
ShallowMsa_039_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.57525,0.50283,2qqj,039,1.0
ShallowMsa_039_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.63681,0.51609,2qqj,039,1.0
ShallowMsa_039_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.87919,0.50167,2qqj,039,1.0
ShallowMsa_039_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.60067,0.47901,2qqj,039,1.0
ShallowMsa_039_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.49241,0.44724,2qqj,039,1.0
ShallowMsa_040_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.82149,0.52094,2qqj,040,1.0
ShallowMsa_040_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.59769,0.48492,2qqj,040,1.0
ShallowMsa_040_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.62965,0.47988,2qqj,040,1.0
ShallowMsa_040_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.54672,0.46165,2qqj,040,1.0
ShallowMsa_040_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.56147,0.46661,2qqj,040,1.0
ShallowMsa_041_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.78452,0.52813,2qqj,041,1.0
ShallowMsa_041_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,0.85763,0.51562,2qqj,041,1.0
ShallowMsa_041_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.79595,0.52763,2qqj,041,1.0
ShallowMsa_041_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.90851,0.51605,2qqj,041,1.0
ShallowMsa_041_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,0.93267,0.51652,2qqj,041,1.0
ShallowMsa_042_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.62398,0.51388,2qqj,042,1.0
ShallowMsa_042_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.69963,0.51399,2qqj,042,1.0
ShallowMsa_042_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.78549,0.52069,2qqj,042,1.0
ShallowMsa_042_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.82061,0.50419,2qqj,042,1.0
ShallowMsa_042_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.73159,0.50785,2qqj,042,1.0
ShallowMsa_043_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.63591,0.51516,2qqj,043,1.0
ShallowMsa_043_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.65256,0.51674,2qqj,043,1.0
ShallowMsa_043_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.63246,0.51291,2qqj,043,1.0
ShallowMsa_043_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.62849,0.51242,2qqj,043,1.0
ShallowMsa_043_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.65386,0.50044,2qqj,043,1.0
ShallowMsa_044_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.94928,0.52586,2qqj,044,1.0
ShallowMsa_044_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.96322,0.52413,2qqj,044,1.0
ShallowMsa_044_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.62936,0.51037,2qqj,044,1.0
ShallowMsa_044_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.8395,0.5242,2qqj,044,1.0
ShallowMsa_044_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.76359,0.51527,2qqj,044,1.0
ShallowMsa_045_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.97572,0.52558,2qqj,045,1.0
ShallowMsa_045_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.97001,0.52319,2qqj,045,1.0
ShallowMsa_045_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.97293,0.52564,2qqj,045,1.0
ShallowMsa_045_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.96969,0.51933,2qqj,045,1.0
ShallowMsa_045_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.97533,0.51927,2qqj,045,1.0
ShallowMsa_046_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.73713,0.52601,2qqj,046,1.0
ShallowMsa_046_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.70808,0.52254,2qqj,046,1.0
ShallowMsa_046_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.74363,0.52604,2qqj,046,1.0
ShallowMsa_046_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.49568,0.48807,2qqj,046,1.0
ShallowMsa_046_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.56682,0.48861,2qqj,046,1.0
ShallowMsa_047_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.84525,0.53353,2qqj,047,1.0
ShallowMsa_047_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.84548,0.53361,2qqj,047,1.0
ShallowMsa_047_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.83749,0.53381,2qqj,047,1.0
ShallowMsa_047_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.8445,0.53059,2qqj,047,1.0
ShallowMsa_047_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.86645,0.53088,2qqj,047,1.0
ShallowMsa_048_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.93294,0.51665,2qqj,048,1.0
ShallowMsa_048_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.92533,0.5219,2qqj,048,1.0
ShallowMsa_048_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.88995,0.52552,2qqj,048,1.0
ShallowMsa_048_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.69081,0.51498,2qqj,048,1.0
ShallowMsa_048_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.90563,0.52232,2qqj,048,1.0
ShallowMsa_049_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.4965,0.49077,2qqj,049,1.0
ShallowMsa_049_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.49716,0.49088,2qqj,049,1.0
ShallowMsa_049_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.84007,0.52744,2qqj,049,1.0
ShallowMsa_049_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.52468,0.4871,2qqj,049,1.0
ShallowMsa_049_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.49057,0.4815,2qqj,049,1.0
DeepMsa_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.3536,0.89266,3j97,Query,0.0
DeepMsa_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.34871,0.92182,3j97,Query,0.0
DeepMsa_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.35069,0.8943,3j97,Query,0.0
DeepMsa_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.34395,0.87736,3j97,Query,0.0
DeepMsa_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.35026,0.89757,3j97,Query,0.0
ShallowMsa_000_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.34093,0.88741,3j97,000,0.0
ShallowMsa_000_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33533,0.87149,3j97,000,0.0
ShallowMsa_000_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33543,0.86863,3j97,000,0.0
ShallowMsa_000_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.34336,0.88352,3j97,000,0.0
ShallowMsa_000_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.33506,0.84595,3j97,000,0.0
ShallowMsa_001_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.34306,0.856,3j97,001,0.0
ShallowMsa_001_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33994,0.8521,3j97,001,0.0
ShallowMsa_001_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33855,0.82729,3j97,001,0.0
ShallowMsa_001_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33882,0.8421,3j97,001,0.0
ShallowMsa_001_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34107,0.83025,3j97,001,0.0
ShallowMsa_002_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.33703,0.8191,3j97,002,0.0
ShallowMsa_002_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33808,0.86213,3j97,002,0.0
ShallowMsa_002_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33887,0.81677,3j97,002,0.0
ShallowMsa_002_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33303,0.81149,3j97,002,0.0
ShallowMsa_002_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34208,0.82287,3j97,002,0.0
ShallowMsa_003_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.34804,0.89185,3j97,003,0.0
ShallowMsa_003_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.34335,0.87304,3j97,003,0.0
ShallowMsa_003_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34175,0.84726,3j97,003,0.0
ShallowMsa_003_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33884,0.84493,3j97,003,0.0
ShallowMsa_003_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34401,0.8601,3j97,003,0.0
ShallowMsa_004_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.34827,0.89283,3j97,004,0.0
ShallowMsa_004_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.35009,0.91538,3j97,004,0.0
ShallowMsa_004_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34803,0.87583,3j97,004,0.0
ShallowMsa_004_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.34002,0.83604,3j97,004,0.0
ShallowMsa_004_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34621,0.87228,3j97,004,0.0
ShallowMsa_005_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.34885,0.89257,3j97,005,0.0
ShallowMsa_005_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.3477,0.85806,3j97,005,0.0
ShallowMsa_005_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34884,0.85436,3j97,005,0.0
ShallowMsa_005_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.34322,0.83337,3j97,005,0.0
ShallowMsa_005_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.35259,0.84856,3j97,005,0.0
ShallowMsa_006_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.3457,0.86777,3j97,006,0.0
ShallowMsa_006_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.3524,0.88251,3j97,006,0.0
ShallowMsa_006_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34742,0.8501,3j97,006,0.0
ShallowMsa_006_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.34614,0.84585,3j97,006,0.0
ShallowMsa_006_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34678,0.86548,3j97,006,0.0
ShallowMsa_007_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.34606,0.90393,3j97,007,0.0
ShallowMsa_007_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.34368,0.91037,3j97,007,0.0
ShallowMsa_007_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34299,0.86687,3j97,007,0.0
ShallowMsa_007_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33773,0.86416,3j97,007,0.0
ShallowMsa_007_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34429,0.87117,3j97,007,0.0
ShallowMsa_008_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.3431,0.89321,3j97,008,0.0
ShallowMsa_008_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.34308,0.90198,3j97,008,0.0
ShallowMsa_008_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34016,0.88323,3j97,008,0.0
ShallowMsa_008_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33738,0.88911,3j97,008,0.0
ShallowMsa_008_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34453,0.89152,3j97,008,0.0
ShallowMsa_009_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.34121,0.86878,3j97,009,0.0
ShallowMsa_009_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.34017,0.86687,3j97,009,0.0
ShallowMsa_009_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.33618,0.84496,3j97,009,0.0
ShallowMsa_009_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.3358,0.84673,3j97,009,0.0
ShallowMsa_009_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34389,0.856,3j97,009,0.0
ShallowMsa_010_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.33597,0.86766,3j97,010,0.0
ShallowMsa_010_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.33391,0.81852,3j97,010,0.0
ShallowMsa_010_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33059,0.78776,3j97,010,0.0
ShallowMsa_010_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33399,0.80279,3j97,010,0.0
ShallowMsa_010_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.338,0.84411,3j97,010,0.0
ShallowMsa_011_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.33576,0.86708,3j97,011,0.0
ShallowMsa_011_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.33568,0.84195,3j97,011,0.0
ShallowMsa_011_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.33272,0.79442,3j97,011,0.0
ShallowMsa_011_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.33446,0.80608,3j97,011,0.0
ShallowMsa_011_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.33634,0.84588,3j97,011,0.0
ShallowMsa_012_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.34407,0.89707,3j97,012,0.0
ShallowMsa_012_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.34482,0.91935,3j97,012,0.0
ShallowMsa_012_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33798,0.86963,3j97,012,0.0
ShallowMsa_012_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.34201,0.87166,3j97,012,0.0
ShallowMsa_012_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34622,0.88835,3j97,012,0.0
ShallowMsa_013_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.33703,0.88581,3j97,013,0.0
ShallowMsa_013_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.3346,0.84268,3j97,013,0.0
ShallowMsa_013_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.33741,0.86839,3j97,013,0.0
ShallowMsa_013_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33508,0.83489,3j97,013,0.0
ShallowMsa_013_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.33574,0.86436,3j97,013,0.0
ShallowMsa_014_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.35456,0.89808,3j97,014,0.0
ShallowMsa_014_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.34583,0.88456,3j97,014,0.0
ShallowMsa_014_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.35605,0.89044,3j97,014,0.0
ShallowMsa_014_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.35821,0.84519,3j97,014,0.0
ShallowMsa_014_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.34806,0.87875,3j97,014,0.0
ShallowMsa_015_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.34186,0.88866,3j97,015,0.0
ShallowMsa_015_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.33824,0.88317,3j97,015,0.0
ShallowMsa_015_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33679,0.85804,3j97,015,0.0
ShallowMsa_015_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33605,0.84193,3j97,015,0.0
ShallowMsa_015_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.3366,0.86684,3j97,015,0.0
ShallowMsa_016_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.33488,0.8474,3j97,016,0.0
ShallowMsa_016_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33437,0.85229,3j97,016,0.0
ShallowMsa_016_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33163,0.82546,3j97,016,0.0
ShallowMsa_016_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33315,0.80706,3j97,016,0.0
ShallowMsa_016_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.33931,0.85032,3j97,016,0.0
ShallowMsa_017_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.34293,0.8629,3j97,017,0.0
ShallowMsa_017_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33581,0.86257,3j97,017,0.0
ShallowMsa_017_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34097,0.83962,3j97,017,0.0
ShallowMsa_017_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33634,0.83855,3j97,017,0.0
ShallowMsa_017_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34277,0.85532,3j97,017,0.0
ShallowMsa_018_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.34261,0.86863,3j97,018,0.0
ShallowMsa_018_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.34276,0.85069,3j97,018,0.0
ShallowMsa_018_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33907,0.84846,3j97,018,0.0
ShallowMsa_018_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33648,0.83897,3j97,018,0.0
ShallowMsa_018_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34341,0.84799,3j97,018,0.0
ShallowMsa_019_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.33876,0.86167,3j97,019,0.0
ShallowMsa_019_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.3415,0.84204,3j97,019,0.0
ShallowMsa_019_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33878,0.83504,3j97,019,0.0
ShallowMsa_019_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33667,0.82333,3j97,019,0.0
ShallowMsa_019_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34334,0.83508,3j97,019,0.0
ShallowMsa_020_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.34397,0.90025,3j97,020,0.0
ShallowMsa_020_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.35011,0.90149,3j97,020,0.0
ShallowMsa_020_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34311,0.88299,3j97,020,0.0
ShallowMsa_020_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.34345,0.87917,3j97,020,0.0
ShallowMsa_020_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.35068,0.90855,3j97,020,0.0
ShallowMsa_021_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.34446,0.89313,3j97,021,0.0
ShallowMsa_021_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.34556,0.88783,3j97,021,0.0
ShallowMsa_021_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34334,0.84138,3j97,021,0.0
