FoldPair,File,recall_only_fold1,recall_only_fold2,cluster_num
2h44A_1rkpA,msa_t__ShallowMsa_042.npy,0.09,0.1,042
2h44A_1rkpA,msa_t__ShallowMsa_056.npy,0.1,0.1,056
2h44A_1rkpA,msa_t__ShallowMsa_057.npy,0.04,0.06,057
2h44A_1rkpA,msa_t__ShallowMsa_043.npy,0.09,0.09,043
2h44A_1rkpA,msa_t__ShallowMsa_055.npy,0.13,0.1,055
2h44A_1rkpA,msa_t__ShallowMsa_041.npy,0.08,0.06,041
2h44A_1rkpA,msa_t__ShallowMsa_040.npy,0.08,0.09,040
2h44A_1rkpA,msa_t__ShallowMsa_054.npy,0.09,0.09,054
2h44A_1rkpA,msa_t__ShallowMsa_050.npy,0.02,0.03,050
2h44A_1rkpA,msa_t__ShallowMsa_044.npy,0.05,0.1,044
2h44A_1rkpA,msa_t__ShallowMsa_045.npy,0.08,0.07,045
2h44A_1rkpA,msa_t__ShallowMsa_051.npy,0.03,0.03,051
2h44A_1rkpA,msa_t__ShallowMsa_047.npy,0.01,0.01,047
2h44A_1rkpA,msa_t__ShallowMsa_053.npy,0.01,0.01,053
2h44A_1rkpA,msa_t__ShallowMsa_052.npy,0.03,0.03,052
2h44A_1rkpA,msa_t__ShallowMsa_046.npy,0.03,0.04,046
2h44A_1rkpA,msa_t__ShallowMsa_021.npy,0.09,0.05,021
2h44A_1rkpA,msa_t__ShallowMsa_035.npy,0.11,0.09,035
2h44A_1rkpA,msa_t__ShallowMsa_009.npy,0.06,0.08,009
2h44A_1rkpA,msa_t__ShallowMsa_008.npy,0.09,0.14,008
2h44A_1rkpA,msa_t__ShallowMsa_034.npy,0.13,0.12,034
2h44A_1rkpA,msa_t__ShallowMsa_020.npy,0.11,0.13,020
2h44A_1rkpA,msa_t__ShallowMsa_036.npy,0.11,0.1,036
2h44A_1rkpA,msa_t__ShallowMsa_022.npy,0.07,0.05,022
2h44A_1rkpA,msa_t__ShallowMsa_023.npy,0.12,0.12,023
2h44A_1rkpA,msa_t__ShallowMsa_037.npy,0.08,0.09,037
2h44A_1rkpA,msa_t__ShallowMsa_033.npy,0.2,0.12,033
2h44A_1rkpA,msa_t__ShallowMsa_027.npy,0.02,0.02,027
2h44A_1rkpA,msa_t__ShallowMsa_026.npy,0.03,0.03,026
2h44A_1rkpA,msa_t__ShallowMsa_032.npy,0.01,0.01,032
2h44A_1rkpA,msa_t__ShallowMsa_018.npy,0.08,0.09,018
2h44A_1rkpA,msa_t__ShallowMsa_024.npy,0.17,0.14,024
2h44A_1rkpA,msa_t__ShallowMsa_030.npy,0.09,0.08,030
2h44A_1rkpA,msa_t__ShallowMsa_031.npy,0.05,0.08,031
2h44A_1rkpA,msa_t__ShallowMsa_025.npy,0.03,0.04,025
2h44A_1rkpA,msa_t__ShallowMsa_019.npy,0.07,0.07,019
2c1vB_2c1uC,msa_t__ShallowMsa_000.npy,0.04,0.04,000
2c1vB_2c1uC,msa_t__ShallowMsa_014.npy,0.04,0.04,014
2c1vB_2c1uC,msa_t__ShallowMsa_028.npy,0.04,0.04,028
2c1vB_2c1uC,msa_t__ShallowMsa_029.npy,0.03,0.03,029
2c1vB_2c1uC,msa_t__ShallowMsa_015.npy,0.04,0.03,015
2c1vB_2c1uC,msa_t__ShallowMsa_001.npy,0.04,0.04,001
2c1vB_2c1uC,msa_t__ShallowMsa_017.npy,0.05,0.06,017
2c1vB_2c1uC,msa_t__ShallowMsa_003.npy,0.02,0.02,003
2c1vB_2c1uC,msa_t__ShallowMsa_002.npy,0.04,0.03,002
2c1vB_2c1uC,msa_t__ShallowMsa_016.npy,0.04,0.03,016
2c1vB_2c1uC,msa_t__ShallowMsa_012.npy,0.03,0.05,012
2c1vB_2c1uC,msa_t__ShallowMsa_006.npy,0.05,0.06,006
2c1vB_2c1uC,msa_t__ShallowMsa_007.npy,0.07,0.06,007
2c1vB_2c1uC,msa_t__ShallowMsa_013.npy,0.04,0.06,013
2c1vB_2c1uC,msa_t__ShallowMsa_039.npy,0.04,0.06,039
2c1vB_2c1uC,msa_t__ShallowMsa_005.npy,0.05,0.06,005
2c1vB_2c1uC,msa_t__ShallowMsa_011.npy,0.04,0.05,011
2c1vB_2c1uC,msa_t__ShallowMsa_010.npy,0.04,0.05,010
2c1vB_2c1uC,msa_t__ShallowMsa_004.npy,0.02,0.03,004
2c1vB_2c1uC,msa_t__ShallowMsa_038.npy,0.04,0.04,038
2c1vB_2c1uC,msa_t__ShallowMsa_063.npy,0.02,0.04,063
2c1vB_2c1uC,msa_t__ShallowMsa_077.npy,0.03,0.04,077
2c1vB_2c1uC,msa_t__ShallowMsa_088.npy,0.01,0.01,088
2c1vB_2c1uC,msa_t__ShallowMsa_089.npy,0.02,0.02,089
2c1vB_2c1uC,msa_t__ShallowMsa_076.npy,0.05,0.05,076
2c1vB_2c1uC,msa_t__ShallowMsa_062.npy,0.02,0.02,062
2c1vB_2c1uC,msa_t__ShallowMsa_074.npy,0.03,0.03,074
2c1vB_2c1uC,msa_t__ShallowMsa_060.npy,0.03,0.03,060
2c1vB_2c1uC,msa_t__ShallowMsa_048.npy,0.04,0.04,048
2c1vB_2c1uC,msa_t__ShallowMsa_100.npy,0.04,0.05,100
2c1vB_2c1uC,msa_t__ShallowMsa_049.npy,0.04,0.04,049
2c1vB_2c1uC,msa_t__ShallowMsa_061.npy,0.03,0.03,061
2c1vB_2c1uC,msa_t__ShallowMsa_075.npy,0.04,0.05,075
2c1vB_2c1uC,msa_t__ShallowMsa_059.npy,0.04,0.04,059
2c1vB_2c1uC,msa_t__ShallowMsa_071.npy,0.04,0.06,071
2c1vB_2c1uC,msa_t__ShallowMsa_065.npy,0.02,0.02,065
2c1vB_2c1uC,msa_t__ShallowMsa_064.npy,0.04,0.05,064
2c1vB_2c1uC,msa_t__ShallowMsa_070.npy,0.02,0.04,070
2c1vB_2c1uC,msa_t__ShallowMsa_058.npy,0.03,0.03,058
2c1vB_2c1uC,msa_t__ShallowMsa_066.npy,0.04,0.04,066
2c1vB_2c1uC,msa_t__ShallowMsa_072.npy,0.06,0.07,072
2c1vB_2c1uC,msa_t__ShallowMsa_099.npy,0.04,0.03,099
2c1vB_2c1uC,msa_t__ShallowMsa_098.npy,0.03,0.02,098
2c1vB_2c1uC,msa_t__ShallowMsa_073.npy,0.03,0.04,073
2c1vB_2c1uC,msa_t__ShallowMsa_067.npy,0.04,0.03,067
2c1vB_2c1uC,msa_t__ShallowMsa_042.npy,0.02,0.02,042
2c1vB_2c1uC,msa_t__ShallowMsa_056.npy,0.03,0.04,056
2c1vB_2c1uC,msa_t__ShallowMsa_081.npy,0.04,0.05,081
2c1vB_2c1uC,msa_t__ShallowMsa_095.npy,0.05,0.05,095
2c1vB_2c1uC,msa_t__ShallowMsa_094.npy,0.03,0.03,094
2c1vB_2c1uC,msa_t__ShallowMsa_080.npy,0.04,0.04,080
2c1vB_2c1uC,msa_t__ShallowMsa_057.npy,0.04,0.05,057
2c1vB_2c1uC,msa_t__ShallowMsa_043.npy,0.04,0.03,043
2c1vB_2c1uC,msa_t__ShallowMsa_055.npy,0.03,0.05,055
2c1vB_2c1uC,msa_t__ShallowMsa_041.npy,0.03,0.05,041
2c1vB_2c1uC,msa_t__ShallowMsa_069.npy,0.04,0.05,069
2c1vB_2c1uC,msa_t__ShallowMsa_096.npy,0.04,0.04,096
2c1vB_2c1uC,msa_t__ShallowMsa_082.npy,0.03,0.03,082
2c1vB_2c1uC,msa_t__ShallowMsa_083.npy,0.04,0.04,083
2c1vB_2c1uC,msa_t__ShallowMsa_097.npy,0.02,0.02,097
2c1vB_2c1uC,msa_t__ShallowMsa_068.npy,0.05,0.05,068
2c1vB_2c1uC,msa_t__ShallowMsa_040.npy,0.02,0.03,040
2c1vB_2c1uC,msa_t__ShallowMsa_054.npy,0.03,0.03,054
2c1vB_2c1uC,msa_t__ShallowMsa_078.npy,0.04,0.03,078
2c1vB_2c1uC,msa_t__ShallowMsa_050.npy,0.05,0.06,050
2c1vB_2c1uC,msa_t__ShallowMsa_044.npy,0.03,0.02,044
2c1vB_2c1uC,msa_t__ShallowMsa_093.npy,0.03,0.04,093
2c1vB_2c1uC,msa_t__ShallowMsa_087.npy,0.02,0.02,087
2c1vB_2c1uC,msa_t__ShallowMsa_086.npy,0.01,0.03,086
2c1vB_2c1uC,msa_t__ShallowMsa_092.npy,0.05,0.06,092
2c1vB_2c1uC,msa_t__ShallowMsa_045.npy,0.04,0.04,045
2c1vB_2c1uC,msa_t__ShallowMsa_051.npy,0.03,0.04,051
2c1vB_2c1uC,msa_t__ShallowMsa_079.npy,0.03,0.03,079
2c1vB_2c1uC,msa_t__ShallowMsa_047.npy,0.03,0.03,047
2c1vB_2c1uC,msa_t__ShallowMsa_053.npy,0.03,0.02,053
2c1vB_2c1uC,msa_t__ShallowMsa_084.npy,0.03,0.03,084
2c1vB_2c1uC,msa_t__ShallowMsa_090.npy,0.03,0.03,090
2c1vB_2c1uC,msa_t__ShallowMsa_091.npy,0.01,0.03,091
2c1vB_2c1uC,msa_t__ShallowMsa_085.npy,0.03,0.03,085
2c1vB_2c1uC,msa_t__ShallowMsa_052.npy,0.03,0.03,052
2c1vB_2c1uC,msa_t__ShallowMsa_046.npy,0.04,0.03,046
2c1vB_2c1uC,msa_t__ShallowMsa_021.npy,0.04,0.04,021
2c1vB_2c1uC,msa_t__ShallowMsa_035.npy,0.05,0.05,035
2c1vB_2c1uC,msa_t__ShallowMsa_009.npy,0.04,0.05,009
2c1vB_2c1uC,msa_t__ShallowMsa_008.npy,0.05,0.06,008
2c1vB_2c1uC,msa_t__ShallowMsa_034.npy,0.04,0.05,034
2c1vB_2c1uC,msa_t__ShallowMsa_020.npy,0.04,0.07,020
2c1vB_2c1uC,msa_t__ShallowMsa_036.npy,0.05,0.06,036
2c1vB_2c1uC,msa_t__ShallowMsa_022.npy,0.05,0.05,022
2c1vB_2c1uC,msa_t__ShallowMsa_023.npy,0.04,0.04,023
2c1vB_2c1uC,msa_t__ShallowMsa_037.npy,0.04,0.03,037
2c1vB_2c1uC,msa_t__ShallowMsa_033.npy,0.03,0.04,033
2c1vB_2c1uC,msa_t__ShallowMsa_027.npy,0.04,0.06,027
2c1vB_2c1uC,msa_t__ShallowMsa_026.npy,0.06,0.05,026
2c1vB_2c1uC,msa_t__ShallowMsa_032.npy,0.03,0.07,032
2c1vB_2c1uC,msa_t__ShallowMsa_018.npy,0.05,0.07,018
2c1vB_2c1uC,msa_t__ShallowMsa_024.npy,0.03,0.03,024
2c1vB_2c1uC,msa_t__ShallowMsa_030.npy,0.03,0.03,030
2c1vB_2c1uC,msa_t__ShallowMsa_031.npy,0.05,0.06,031
2c1vB_2c1uC,msa_t__ShallowMsa_025.npy,0.04,0.04,025
2c1vB_2c1uC,msa_t__ShallowMsa_019.npy,0.04,0.06,019
3mkoA_5ineA,msa_t__ShallowMsa_000.npy,0.04,0.02,000
3mkoA_5ineA,msa_t__ShallowMsa_001.npy,0,0.01,001
3mkoA_5ineA,msa_t__ShallowMsa_003.npy,0.01,0,003
3mkoA_5ineA,msa_t__ShallowMsa_002.npy,0.04,0.01,002
3mkoA_5ineA,msa_t__ShallowMsa_006.npy,0,0,006
3mkoA_5ineA,msa_t__ShallowMsa_007.npy,0.02,0.01,007
3mkoA_5ineA,msa_t__ShallowMsa_005.npy,0.02,0.03,005
3mkoA_5ineA,msa_t__ShallowMsa_004.npy,0,0,004
3j7vG_3j7wB,msa_t__ShallowMsa_000.npy,0.07,0.06,000
3j7vG_3j7wB,msa_t__ShallowMsa_014.npy,0.04,0.02,014
3j7vG_3j7wB,msa_t__ShallowMsa_015.npy,0.09,0.05,015
3j7vG_3j7wB,msa_t__ShallowMsa_001.npy,0.06,0.05,001
3j7vG_3j7wB,msa_t__ShallowMsa_017.npy,0.02,0.02,017
3j7vG_3j7wB,msa_t__ShallowMsa_003.npy,0.03,0.02,003
3j7vG_3j7wB,msa_t__ShallowMsa_002.npy,0.11,0.09,002
3j7vG_3j7wB,msa_t__ShallowMsa_016.npy,0.06,0.03,016
3j7vG_3j7wB,msa_t__ShallowMsa_012.npy,0.03,0.03,012
3j7vG_3j7wB,msa_t__ShallowMsa_006.npy,0.05,0.03,006
3j7vG_3j7wB,msa_t__ShallowMsa_007.npy,0.02,0.04,007
3j7vG_3j7wB,msa_t__ShallowMsa_013.npy,0.04,0.04,013
3j7vG_3j7wB,msa_t__ShallowMsa_005.npy,0.1,0.07,005
3j7vG_3j7wB,msa_t__ShallowMsa_011.npy,0.11,0.06,011
3j7vG_3j7wB,msa_t__ShallowMsa_010.npy,0.11,0.07,010
3j7vG_3j7wB,msa_t__ShallowMsa_004.npy,0.04,0.03,004
3j7vG_3j7wB,msa_t__ShallowMsa_009.npy,0.02,0.02,009
3j7vG_3j7wB,msa_t__ShallowMsa_008.npy,0.04,0.04,008
3j7vG_3j7wB,msa_t__ShallowMsa_018.npy,0.07,0.06,018
1svfC_4wsgC,msa_t__ShallowMsa_000.npy,0,0.06,000
1svfC_4wsgC,msa_t__ShallowMsa_001.npy,0.23,0.11,001
1svfC_4wsgC,msa_t__ShallowMsa_003.npy,0.05,0,003
1svfC_4wsgC,msa_t__ShallowMsa_002.npy,0,0,002
1svfC_4wsgC,msa_t__ShallowMsa_006.npy,0.09,0.11,006
1svfC_4wsgC,msa_t__ShallowMsa_007.npy,0.32,0.06,007
1svfC_4wsgC,msa_t__ShallowMsa_005.npy,0.41,0.17,005
1svfC_4wsgC,msa_t__ShallowMsa_004.npy,0.09,0.14,004
5lj3M_3tp2A,msa_t__ShallowMsa_000.npy,0.02,0.03,000
5lj3M_3tp2A,msa_t__ShallowMsa_014.npy,0.04,0.05,014
5lj3M_3tp2A,msa_t__ShallowMsa_028.npy,0.02,0.03,028
5lj3M_3tp2A,msa_t__ShallowMsa_015.npy,0.05,0.04,015
5lj3M_3tp2A,msa_t__ShallowMsa_001.npy,0.06,0.05,001
5lj3M_3tp2A,msa_t__ShallowMsa_017.npy,0.03,0.05,017
5lj3M_3tp2A,msa_t__ShallowMsa_003.npy,0.04,0.06,003
5lj3M_3tp2A,msa_t__ShallowMsa_002.npy,0.09,0.08,002
5lj3M_3tp2A,msa_t__ShallowMsa_016.npy,0.03,0.04,016
5lj3M_3tp2A,msa_t__ShallowMsa_012.npy,0.05,0.06,012
5lj3M_3tp2A,msa_t__ShallowMsa_006.npy,0.03,0.05,006
5lj3M_3tp2A,msa_t__ShallowMsa_007.npy,0.09,0.08,007
5lj3M_3tp2A,msa_t__ShallowMsa_013.npy,0.05,0.05,013
5lj3M_3tp2A,msa_t__ShallowMsa_005.npy,0.07,0.07,005
5lj3M_3tp2A,msa_t__ShallowMsa_011.npy,0.03,0.03,011
5lj3M_3tp2A,msa_t__ShallowMsa_010.npy,0.03,0.05,010
5lj3M_3tp2A,msa_t__ShallowMsa_004.npy,0.03,0.05,004
5lj3M_3tp2A,msa_t__ShallowMsa_021.npy,0.02,0.05,021
5lj3M_3tp2A,msa_t__ShallowMsa_009.npy,0.06,0.05,009
5lj3M_3tp2A,msa_t__ShallowMsa_008.npy,0.08,0.07,008
5lj3M_3tp2A,msa_t__ShallowMsa_020.npy,0.03,0.04,020
5lj3M_3tp2A,msa_t__ShallowMsa_022.npy,0.03,0.03,022
5lj3M_3tp2A,msa_t__ShallowMsa_023.npy,0.03,0.05,023
5lj3M_3tp2A,msa_t__ShallowMsa_027.npy,0.03,0.02,027
5lj3M_3tp2A,msa_t__ShallowMsa_026.npy,0.05,0.03,026
5lj3M_3tp2A,msa_t__ShallowMsa_018.npy,0.06,0.06,018
5lj3M_3tp2A,msa_t__ShallowMsa_024.npy,0.04,0.03,024
5lj3M_3tp2A,msa_t__ShallowMsa_025.npy,0.03,0.03,025
5lj3M_3tp2A,msa_t__ShallowMsa_019.npy,0.03,0.05,019
1nocA_1qomB,msa_t__ShallowMsa_000.npy,0.01,0.02,000
1nocA_1qomB,msa_t__ShallowMsa_014.npy,0.02,0.03,014
1nocA_1qomB,msa_t__ShallowMsa_028.npy,0.03,0.03,028
1nocA_1qomB,msa_t__ShallowMsa_029.npy,0,0.02,029
1nocA_1qomB,msa_t__ShallowMsa_015.npy,0.05,0.03,015
1nocA_1qomB,msa_t__ShallowMsa_001.npy,0.03,0.04,001
1nocA_1qomB,msa_t__ShallowMsa_017.npy,0.07,0.07,017
1nocA_1qomB,msa_t__ShallowMsa_003.npy,0.01,0.01,003
1nocA_1qomB,msa_t__ShallowMsa_002.npy,0.02,0.02,002
1nocA_1qomB,msa_t__ShallowMsa_016.npy,0.03,0.04,016
1nocA_1qomB,msa_t__ShallowMsa_012.npy,0.01,0.04,012
1nocA_1qomB,msa_t__ShallowMsa_006.npy,0.02,0,006
1nocA_1qomB,msa_t__ShallowMsa_007.npy,0.03,0.03,007
1nocA_1qomB,msa_t__ShallowMsa_013.npy,0.06,0.05,013
1nocA_1qomB,msa_t__ShallowMsa_039.npy,0.02,0.01,039
1nocA_1qomB,msa_t__ShallowMsa_005.npy,0.03,0.08,005
1nocA_1qomB,msa_t__ShallowMsa_011.npy,0.03,0.03,011
1nocA_1qomB,msa_t__ShallowMsa_010.npy,0.02,0.02,010
1nocA_1qomB,msa_t__ShallowMsa_004.npy,0.03,0.02,004
1nocA_1qomB,msa_t__ShallowMsa_038.npy,0.03,0.03,038
1nocA_1qomB,msa_t__ShallowMsa_048.npy,0,0,048
1nocA_1qomB,msa_t__ShallowMsa_049.npy,0,0,049
1nocA_1qomB,msa_t__ShallowMsa_042.npy,0,0,042
1nocA_1qomB,msa_t__ShallowMsa_043.npy,0,0,043
1nocA_1qomB,msa_t__ShallowMsa_041.npy,0.01,0.01,041
1nocA_1qomB,msa_t__ShallowMsa_040.npy,0.02,0.03,040
1nocA_1qomB,msa_t__ShallowMsa_050.npy,0,0,050
1nocA_1qomB,msa_t__ShallowMsa_044.npy,0.01,0.01,044
1nocA_1qomB,msa_t__ShallowMsa_045.npy,0.02,0.01,045
1nocA_1qomB,msa_t__ShallowMsa_051.npy,0,0,051
1nocA_1qomB,msa_t__ShallowMsa_047.npy,0,0,047
1nocA_1qomB,msa_t__ShallowMsa_046.npy,0,0,046
1nocA_1qomB,msa_t__ShallowMsa_021.npy,0.03,0.02,021
1nocA_1qomB,msa_t__ShallowMsa_035.npy,0,0,035
1nocA_1qomB,msa_t__ShallowMsa_009.npy,0.03,0.03,009
1nocA_1qomB,msa_t__ShallowMsa_008.npy,0.02,0.02,008
1nocA_1qomB,msa_t__ShallowMsa_034.npy,0.04,0.04,034
1nocA_1qomB,msa_t__ShallowMsa_020.npy,0.03,0.03,020
1nocA_1qomB,msa_t__ShallowMsa_036.npy,0.01,0.01,036
1nocA_1qomB,msa_t__ShallowMsa_022.npy,0.01,0.01,022
1nocA_1qomB,msa_t__ShallowMsa_023.npy,0.01,0.01,023
1nocA_1qomB,msa_t__ShallowMsa_037.npy,0.02,0.01,037
1nocA_1qomB,msa_t__ShallowMsa_033.npy,0.02,0.03,033
1nocA_1qomB,msa_t__ShallowMsa_027.npy,0.02,0.04,027
1nocA_1qomB,msa_t__ShallowMsa_026.npy,0.02,0.03,026
1nocA_1qomB,msa_t__ShallowMsa_032.npy,0.02,0.03,032
1nocA_1qomB,msa_t__ShallowMsa_018.npy,0.04,0.03,018
1nocA_1qomB,msa_t__ShallowMsa_024.npy,0.04,0.02,024
1nocA_1qomB,msa_t__ShallowMsa_030.npy,0.02,0.02,030
1nocA_1qomB,msa_t__ShallowMsa_031.npy,0.03,0.01,031
1nocA_1qomB,msa_t__ShallowMsa_025.npy,0.01,0.03,025
1nocA_1qomB,msa_t__ShallowMsa_019.npy,0.02,0.03,019
3ztjE_5hmgA,msa_t__ShallowMsa_000.npy,0.02,0.03,000
3ztjE_5hmgA,msa_t__ShallowMsa_014.npy,0.04,0.03,014
3ztjE_5hmgA,msa_t__ShallowMsa_015.npy,0.02,0.05,015
3ztjE_5hmgA,msa_t__ShallowMsa_001.npy,0,0.04,001
3ztjE_5hmgA,msa_t__ShallowMsa_003.npy,0.04,0.04,003
3ztjE_5hmgA,msa_t__ShallowMsa_002.npy,0,0.05,002
3ztjE_5hmgA,msa_t__ShallowMsa_016.npy,0.04,0.05,016
3ztjE_5hmgA,msa_t__ShallowMsa_012.npy,0.06,0.05,012
3ztjE_5hmgA,msa_t__ShallowMsa_006.npy,0.04,0.03,006
3ztjE_5hmgA,msa_t__ShallowMsa_007.npy,0,0.01,007
3ztjE_5hmgA,msa_t__ShallowMsa_013.npy,0.02,0.02,013
3ztjE_5hmgA,msa_t__ShallowMsa_005.npy,0,0.05,005
3ztjE_5hmgA,msa_t__ShallowMsa_011.npy,0.04,0,011
3ztjE_5hmgA,msa_t__ShallowMsa_010.npy,0.04,0,010
3ztjE_5hmgA,msa_t__ShallowMsa_004.npy,0.04,0.02,004
3ztjE_5hmgA,msa_t__ShallowMsa_009.npy,0.04,0.02,009
3ztjE_5hmgA,msa_t__ShallowMsa_008.npy,0.06,0.03,008
5c1vB_5c1vA,msa_t__ShallowMsa_000.npy,0.09,0.01,000
5c1vB_5c1vA,msa_t__ShallowMsa_014.npy,0.05,0.02,014
5c1vB_5c1vA,msa_t__ShallowMsa_028.npy,0.1,0.01,028
5c1vB_5c1vA,msa_t__ShallowMsa_029.npy,0.13,0.01,029
5c1vB_5c1vA,msa_t__ShallowMsa_015.npy,0.1,0.01,015
5c1vB_5c1vA,msa_t__ShallowMsa_001.npy,0.11,0.02,001
5c1vB_5c1vA,msa_t__ShallowMsa_017.npy,0.07,0.01,017
5c1vB_5c1vA,msa_t__ShallowMsa_003.npy,0.18,0.01,003
5c1vB_5c1vA,msa_t__ShallowMsa_002.npy,0.15,0.02,002
5c1vB_5c1vA,msa_t__ShallowMsa_016.npy,0.07,0.01,016
5c1vB_5c1vA,msa_t__ShallowMsa_012.npy,0.09,0.01,012
5c1vB_5c1vA,msa_t__ShallowMsa_006.npy,0.06,0.02,006
5c1vB_5c1vA,msa_t__ShallowMsa_007.npy,0.11,0.01,007
5c1vB_5c1vA,msa_t__ShallowMsa_013.npy,0.09,0.01,013
5c1vB_5c1vA,msa_t__ShallowMsa_039.npy,0.12,0,039
5c1vB_5c1vA,msa_t__ShallowMsa_005.npy,0.1,0.01,005
5c1vB_5c1vA,msa_t__ShallowMsa_011.npy,0.12,0.01,011
5c1vB_5c1vA,msa_t__ShallowMsa_010.npy,0.16,0.03,010
5c1vB_5c1vA,msa_t__ShallowMsa_004.npy,0.1,0.02,004
5c1vB_5c1vA,msa_t__ShallowMsa_038.npy,0.09,0.01,038
5c1vB_5c1vA,msa_t__ShallowMsa_063.npy,0.03,0,063
5c1vB_5c1vA,msa_t__ShallowMsa_077.npy,0.09,0.01,077
5c1vB_5c1vA,msa_t__ShallowMsa_076.npy,0.08,0.01,076
5c1vB_5c1vA,msa_t__ShallowMsa_062.npy,0.01,0,062
5c1vB_5c1vA,msa_t__ShallowMsa_074.npy,0.03,0.01,074
5c1vB_5c1vA,msa_t__ShallowMsa_060.npy,0.03,0.01,060
5c1vB_5c1vA,msa_t__ShallowMsa_048.npy,0.11,0.01,048
5c1vB_5c1vA,msa_t__ShallowMsa_049.npy,0.05,0.01,049
5c1vB_5c1vA,msa_t__ShallowMsa_061.npy,0.02,0,061
5c1vB_5c1vA,msa_t__ShallowMsa_075.npy,0.04,0.01,075
5c1vB_5c1vA,msa_t__ShallowMsa_059.npy,0.11,0.01,059
5c1vB_5c1vA,msa_t__ShallowMsa_071.npy,0,0,071
5c1vB_5c1vA,msa_t__ShallowMsa_065.npy,0.07,0.01,065
5c1vB_5c1vA,msa_t__ShallowMsa_064.npy,0.01,0,064
5c1vB_5c1vA,msa_t__ShallowMsa_070.npy,0.01,0,070
5c1vB_5c1vA,msa_t__ShallowMsa_058.npy,0.02,0,058
5c1vB_5c1vA,msa_t__ShallowMsa_066.npy,0.02,0.01,066
5c1vB_5c1vA,msa_t__ShallowMsa_072.npy,0.01,0,072
5c1vB_5c1vA,msa_t__ShallowMsa_073.npy,0.01,0.01,073
5c1vB_5c1vA,msa_t__ShallowMsa_067.npy,0.01,0,067
5c1vB_5c1vA,msa_t__ShallowMsa_042.npy,0.1,0,042
5c1vB_5c1vA,msa_t__ShallowMsa_056.npy,0.1,0.01,056
5c1vB_5c1vA,msa_t__ShallowMsa_081.npy,0.05,0.01,081
5c1vB_5c1vA,msa_t__ShallowMsa_080.npy,0.07,0.01,080
5c1vB_5c1vA,msa_t__ShallowMsa_057.npy,0.05,0.01,057
5c1vB_5c1vA,msa_t__ShallowMsa_043.npy,0.12,0.01,043
5c1vB_5c1vA,msa_t__ShallowMsa_055.npy,0.02,0,055
5c1vB_5c1vA,msa_t__ShallowMsa_041.npy,0.11,0,041
5c1vB_5c1vA,msa_t__ShallowMsa_069.npy,0.02,0.01,069
5c1vB_5c1vA,msa_t__ShallowMsa_068.npy,0.04,0,068
5c1vB_5c1vA,msa_t__ShallowMsa_040.npy,0.06,0.01,040
5c1vB_5c1vA,msa_t__ShallowMsa_054.npy,0.01,0,054
5c1vB_5c1vA,msa_t__ShallowMsa_078.npy,0.05,0.01,078
5c1vB_5c1vA,msa_t__ShallowMsa_050.npy,0.08,0.02,050
5c1vB_5c1vA,msa_t__ShallowMsa_044.npy,0.07,0.01,044
5c1vB_5c1vA,msa_t__ShallowMsa_045.npy,0.07,0.01,045
5c1vB_5c1vA,msa_t__ShallowMsa_051.npy,0.04,0,051
5c1vB_5c1vA,msa_t__ShallowMsa_079.npy,0.07,0.01,079
5c1vB_5c1vA,msa_t__ShallowMsa_047.npy,0.08,0.01,047
5c1vB_5c1vA,msa_t__ShallowMsa_053.npy,0.06,0.01,053
5c1vB_5c1vA,msa_t__ShallowMsa_052.npy,0.06,0.01,052
5c1vB_5c1vA,msa_t__ShallowMsa_046.npy,0.06,0,046
5c1vB_5c1vA,msa_t__ShallowMsa_021.npy,0.13,0.01,021
5c1vB_5c1vA,msa_t__ShallowMsa_035.npy,0.1,0.01,035
5c1vB_5c1vA,msa_t__ShallowMsa_009.npy,0.22,0.01,009
5c1vB_5c1vA,msa_t__ShallowMsa_008.npy,0.08,0.02,008
5c1vB_5c1vA,msa_t__ShallowMsa_034.npy,0.09,0.01,034
5c1vB_5c1vA,msa_t__ShallowMsa_020.npy,0.13,0.01,020
5c1vB_5c1vA,msa_t__ShallowMsa_036.npy,0.19,0.02,036
5c1vB_5c1vA,msa_t__ShallowMsa_022.npy,0.1,0.02,022
5c1vB_5c1vA,msa_t__ShallowMsa_023.npy,0.17,0.01,023
5c1vB_5c1vA,msa_t__ShallowMsa_037.npy,0.09,0.01,037
5c1vB_5c1vA,msa_t__ShallowMsa_033.npy,0.04,0.02,033
5c1vB_5c1vA,msa_t__ShallowMsa_027.npy,0.14,0.02,027
5c1vB_5c1vA,msa_t__ShallowMsa_026.npy,0.1,0.01,026
5c1vB_5c1vA,msa_t__ShallowMsa_032.npy,0.04,0.01,032
5c1vB_5c1vA,msa_t__ShallowMsa_018.npy,0.08,0.01,018
5c1vB_5c1vA,msa_t__ShallowMsa_024.npy,0.06,0,024
5c1vB_5c1vA,msa_t__ShallowMsa_030.npy,0.07,0.01,030
5c1vB_5c1vA,msa_t__ShallowMsa_031.npy,0.04,0.01,031
5c1vB_5c1vA,msa_t__ShallowMsa_025.npy,0.08,0.01,025
5c1vB_5c1vA,msa_t__ShallowMsa_019.npy,0.16,0.01,019
5wrgC_1wyyB,msa_t__ShallowMsa_000.npy,0.15,0.11,000
5wrgC_1wyyB,msa_t__ShallowMsa_001.npy,0.23,0.16,001
5wrgC_1wyyB,msa_t__ShallowMsa_003.npy,0.24,0.13,003
